"Part #","Description","Effective From","Multiplication Factor(Part)","USD PRICE","",""
"081A68351A","BOLT-FLG,HEX PP","1/22/2019 5:30","1","1.18","",""
"081A70601A","BOLT-FLG,HEX PP","1/22/2019 5:30","1","5.30","",""
"081A72201A","BOLT-FLANGE,HEX","1/31/2015 5:30","1","1.63","",""
"081A88201A","BOLT","1/31/2015 5:30","1","0.91","",""
"081B06161A","BOLT-HEX","12/20/2016 5:30","1","1.63","",""
"081B06205M","BOLT-HEX","11/11/2016 5:30","1","2.08","",""
"081B42351A","BOLT-FLANGE,HEX","1/31/2015 5:30","1","1.63","",""
"081B42355M","BOLT-FLG,HEX TY","10/3/2015 5:30","1","1.63","",""
"081B70201A","BOLT-FLANGE","11/28/2015 5:30","1","0.91","",""
"081B70202A","BOLT-FLANGE","1/31/2015 5:30","1","0.91","",""
"081B70251A","BOLT-FLANGE","10/3/2015 5:30","1","0.60","",""
"081B70801A","BOLT","1/31/2015 5:30","1","0.91","",""
"081B88251A","BOLT","10/3/2015 5:30","1","0.99","",""
"823382510","STUD-COARSE WIT","4/1/2015 5:30","1","2.99","",""
"083205082A","SCREW-MACHINE","1/31/2015 5:30","1","0.69","",""
"083206165A","SCREW-MACHINE","1/31/2015 5:30","1","0.69","",""
"083403085A","SCREW-MACHINE","1/31/2015 5:30","1","0.90","",""
"834031010","SCREW-MACHINE","1/31/2015 5:30","1","0.07","",""
"836041625","SCR-HEX HD,W/SP","1/31/2015 5:30","1","0.69","",""
"851041690","SCREW-TAPPING","1/31/2015 5:30","1","0.69","",""
"851351610","SCREW-TAPPING","1/13/2017 5:30","1","0.10","",""
"852352042","SCREW-TAPPING","1/31/2015 5:30","1","0.69","",""
"854051600","SCREW-TAPPING","1/13/2017 5:30","1","0.69","",""
"854051610","SCREW-TAPPING","1/31/2015 5:30","1","0.69","",""
"854061210","SCREW","4/1/2015 5:30","1","0.73","",""
"854340842","SCREW","4/1/2015 5:30","1","1.98","",""
"854341042","SCREW","4/1/2015 5:30","1","1.98","",""
"854341210","SCREW-TAPPING","10/3/2015 5:30","1","0.60","",""
"085435105A","SCR-TAP,TR HD T","10/3/2015 5:30","1","0.69","",""
"085435122A","SCREW","4/1/2015 5:30","1","1.41","",""
"854351610","SCR-TAP,TR HD","5/30/2015 5:30","1","0.82","",""
"854351642","SCR-TAP,TR HD T","1/31/2015 5:30","1","0.69","",""
"854352042","SCREW-TAPPING","10/3/2015 5:30","1","0.83","",""
"854430000","POD","1/22/2019 5:30","1","0.47","",""
"085666122A","SCREW-TAPPING","1/31/2015 5:30","1","0.69","",""
"085666162A","SCREW-TAPPING","1/31/2015 5:30","1","0.69","",""
"856662020","SCREW","12/25/2016 5:30","1","0.92","",""
"085666202A","SCR-TAP,HEX HD","1/31/2015 5:30","1","0.69","",""
"085666205A","SCREW-TAPPING","1/31/2015 5:30","1","0.69","",""
"085666255A","SCREW","10/3/2015 5:30","1","0.69","",""
"085666302A","SCREW-TAPPING","1/31/2015 5:30","1","0.69","",""
"089111052G","NUT-HEX","4/5/2017 5:30","1","0.89","",""
"891110537","NUT","5/8/2018 5:30","1","0.26","",""
"089111062G","NUT-CONICAL M6","10/3/2015 5:30","1","0.69","",""
"891110637","NUT-HEX","11/27/2019 5:30","1","0.65","",""
"089111081G","NUT-HEX","1/31/2015 5:30","1","0.69","",""
"089112401A","NUT-HEX","1/31/2015 5:30","1","0.69","",""
"089136065A","NUT-U","6/3/2015 5:30","1","1.89","",""
"089151401A","WASHER-SPRING","1/31/2015 5:30","1","0.69","",""
"891543610","WASH","5/8/2018 5:30","1","1.95","",""
"089155365A","WASHER-PLAIN","1/31/2015 5:30","1","0.69","",""
"089155381A","WASHER","1/31/2015 5:30","1","0.69","",""
"089155382A","WASHER-PLAIN","5/30/2015 5:30","1","0.82","",""
"089163401A","WASHER-TOOTH","1/31/2015 5:30","1","0.69","",""
"891810610","NUT-HEX","1/31/2015 5:30","1","0.69","",""
"089183061A","NUT-FLANGE,HEX","10/3/2015 5:30","1","0.91","",""
"089183062A","NUT-FLANGE,HEX","10/3/2015 5:30","1","1.63","",""
"089183082A","NUT-FLANGE,HEX","1/31/2015 5:30","1","0.91","",""
"089313041A","PLUG-THREAD","10/3/2015 5:30","1","0.83","",""
"089315061A","PLUG-TAPER","1/31/2015 5:30","1","0.91","",""
"089315121A","PLUG-TAPER,HEX","4/1/2015 5:30","1","10.61","",""
"089671065A","FRAME ASSY-C SE","1/31/2015 5:30","1","0.91","",""
"911451050","SPANNER 10X12","4/1/2015 5:30","1","3.89","",""
"100010266R","ENG ASY-H4K 802","1/22/2019 5:30","1","2842.45","",""
"100010710R","ENG ASY B4D 404","1/22/2019 5:30","1","1348.70","",""
"100011584R","ENG ASSY-H4K 80","1/2/2019 5:30","1","2708.65","",""
"100011HF0F","ENGINE BARE","5/2/2019 5:30","1","3405.59","",""
"100013199R","ENG ASY-H4K 801","1/22/2019 5:30","1","2798.04","",""
"100013218R","ENGINE ASSY....","1/22/2019 5:30","1","1226.09","",""
"100014217R","ENG ASY-H4K 802","3/19/2019 5:30","1","3091.68","",""
"100014675R","ENG ASY-B4D 412","4/18/2019 5:30","1","1882.46","",""
"100016973R","ENG ASSY","4/4/2016 5:30","1","4299.45","",""
"100017189R","ENG ASSY-K9K","1/22/2019 5:30","1","3810.88","",""
"100017735R","ENG ASSY-H4K 80","9/14/2019 5:30","1","2708.65","",""
"100018301G","ENG ASY K9K 830","1/22/2019 5:30","1","5329.61","",""
"100018304G","ENG ASY K9K 830","4/21/2019 5:30","1","4717.20","",""
"100018547R","ENG ASSY.","3/29/2019 5:30","1","4364.59","",""
"100018561G","ENG ASY K9K 856","12/8/2017 5:30","1","5201.49","",""
"100018564G","ENG ASY K9K 856","1/22/2019 5:30","1","3968.89","",""
"100019441R","ENG ASSY-B4A...","1/22/2019 5:30","1","825.06","",""
"10005AX00A","SLINGER ENGINE","1/31/2015 5:30","1","12.73","",""
"10005ED01A","SLIGER-ENGINE","1/31/2015 5:30","1","12.73","",""
"1000600QAK","SLINGER-ENGINE","1/31/2015 5:30","1","12.73","",""
"100061HC0B","SLINGER ENGINE","1/31/2015 5:30","1","12.73","",""
"100061MR0A","SLINGER ENGINE","12/20/2016 5:30","1","12.73","",""
"100062570R","LUG-RISER, COUP","12/25/2015 5:30","1","9.09","",""
"1000631U0A","SLINGER ENGINE","12/20/2016 5:30","1","12.73","",""
"100067228R","LUG-RISER, COUP","1/22/2019 5:30","1","13.15","",""
"10006ED00A","SLINGER-ENG,RR","1/31/2015 5:30","1","12.73","",""
"100099749R","LUG-RISER, ENGI","9/21/2017 5:30","1","15.74","",""
"101011HC0B","GASKET-ENGINE","12/8/2015 5:30","1","168.91","",""
"101011KT0A","GASKET KIT-ENGI","1/31/2015 5:30","1","168.91","",""
"101012090R","GSKT KIT-SPARE","4/1/2015 5:30","1","55.50","",""
"101013465R","GSKT KIT-SPARE","4/1/2015 5:30","1","101.74","",""
"101019367R","GSKT KIT-SPARE","4/1/2015 5:30","1","178.99","",""
"1010200Q4H","ENGINE ASSY-BAR","1/31/2015 5:30","1","5964.20","",""
"1010200Q5G","ENGINE BARE..","5/21/2019 5:30","1","9083.85","",""
"1010200Q6M","ENGINE ASSY-BAR","1/31/2015 5:30","1","5988.42","",""
"1010200QCJ","ENGINE ASSY-BAR","5/21/2019 5:30","1","9105.26","",""
"101021HC1C","ENGINE BARE","4/1/2015 5:30","1","1616.43","",""
"101021HC1E","ENGINE BARE","4/1/2015 5:30","1","1616.43","",""
"101021HD6G","ENG ASSY-BARE","4/1/2015 5:30","1","1726.71","",""
"101021HG7G","ENGINE ASSY-BAR","1/31/2015 5:30","1","2929.40","",""
"101021HS0C","ENGINE BARE","5/21/2019 5:30","1","2107.04","",""
"101031HC1C","ENGINE SHORT","1/31/2015 5:30","1","707.25","",""
"101031HD6G","ENGINE ASSY-SHO","1/13/2017 5:30","1","781.04","",""
"101031HG7G","ENGINE ASSY-SHO","1/31/2015 5:30","1","1097.34","",""
"101031HS0C","ENGINE SHORT","5/21/2019 5:30","1","918.68","",""
"10205629","POLYKIT IV SET 2 KG","2/1/2015 0:24","1","0.02","",""
"10210528","BLEND-PREP 326 ML","2/1/2015 0:24","1","0.04","",""
"10221878","SPOT PRIMER GREY NEW 400ML","2/1/2015 0:24","1","0.03","",""
"10222905","AUTOWAVE SEPARATOR 850 GR","2/1/2015 0:24","1","0.01","",""
"10301300","KOMBI FILLER MISC 0.2 KG","2/1/2015 0:24","1","0.03","",""
"10301487","AUTOCLEAR MAT 1 L","2/1/2015 0:24","1","0.03","",""
"10321248","AUTOWAVE GUNCLEANER 5 LT","2/1/2015 0:24","1","0.04","",""
"10324515","AUTOWAVE MM 00 1 LT","2/1/2015 0:24","1","0.03","",""
"10324526","AUTOWAVE MM 379 1 LT","2/1/2015 0:24","1","0.04","",""
"10324527","AUTOWAVE MM 400 1 LT","2/1/2015 0:24","1","0.06","",""
"10324535","AUTOWAVE MM 575 1 LT","2/1/2015 0:24","1","0.04","",""
"10324539","AUTOWAVE MM 732 1 LT","2/1/2015 0:24","1","0.04","",""
"10324540","AUTOWAVE MM 744 1 LT","2/1/2015 0:24","1","0.04","",""
"10324541","AUTOWAVE MM 777 1 LT","2/1/2015 0:24","1","0.04","",""
"10324542","AUTOWAVE MM 952 1 LT","2/1/2015 0:24","1","0.04","",""
"10324544","AUTOWAVE MM 971 1 LT","2/1/2015 0:24","1","0.04","",""
"10324546","AUTOWAVE MM 980 1 LT","2/1/2015 0:24","1","0.04","",""
"10324547","AUTOWAVE MM 333P 1 LT","2/1/2015 0:24","1","0.07","",""
"10324551","AUTOWAVE MM 333PB 1 LT","2/1/2015 0:24","1","0.07","",""
"10324552","AUTOWAVE MM 333PG 1 LT","2/1/2015 0:24","1","0.07","",""
"10324553","AUTOWAVE MM 333PR 1 LT","2/1/2015 0:24","1","0.07","",""
"10345059","AUTOWAVE MM 334GA 500 ML","2/1/2015 0:24","1","0.13","",""
"10345062","AUTOWAVE MM 334RB 500 ML","2/1/2015 0:24","1","0.13","",""
"10345063","AUTOWAVE MM 334WB 500 ML","2/1/2015 0:24","1","0.13","",""
"10345389","AUTOWAVE MM 332YA 500 ML","2/1/2015 0:24","1","0.13","",""
"10346554","ANTISTATIC SILICONE REMOVER 5 LT","2/1/2015 0:24","1","0.01","",""
"10347084","AUTOWAVE MM 527 1 LT (HP)","2/1/2015 0:24","1","0.07","",""
"10347085","AUTOWAVE MM 537 1 LT (HP)","2/1/2015 0:24","1","0.07","",""
"10351875","AUTOWAVE MM 335 500 ML","2/1/2015 0:24","1","0.11","",""
"10351876","AUTOWAVE MM 360 500 ML","2/1/2015 0:24","1","0.08","",""
"10351877","AUTOWAVE MM 361 500 ML","2/1/2015 0:24","1","0.11","",""
"10351878","AUTOWAVE MM 558 500 ML","2/1/2015 0:24","1","0.08","",""
"10351880","AUTOWAVE MM 579 500 ML","2/1/2015 0:24","1","0.08","",""
"10351881","AUTOWAVE MM 599 500 ML","2/1/2015 0:24","1","0.08","",""
"10351883","AUTOWAVE MM 332GA 500 ML","2/1/2015 0:24","1","0.13","",""
"10351885","AUTOWAVE MM 334WA 500 ML","2/1/2015 0:24","1","0.13","",""
"10351954","AUTOWAVE MM 267 500 ML","2/1/2015 0:24","1","0.11","",""
"10354314","AUTOWAVE MM 888C 1 LT","2/1/2015 0:24","1","0.04","",""
"10354315","AUTOWAVE MM 888CC 1 LT","2/1/2015 0:24","1","0.04","",""
"10354316","AUTOWAVE MM 888DC 1 LT","2/1/2015 0:24","1","0.07","",""
"10354323","AUTOWAVE MM 888DF 1 LT","2/1/2015 0:24","1","0.07","",""
"10354324","AUTOWAVE MM 888YA 1 LT","2/1/2015 0:24","1","0.13","",""
"10354330","AUTOWAVE MM 332XS 500 ML","2/1/2015 0:24","1","0.16","",""
"10354449","AUTOWAVE MM 534 1 LT","2/1/2015 0:24","1","0.04","",""
"10354454","AUTOWAVE MM 888MS 1 LT","2/1/2015 0:24","1","0.07","",""
"10354455","AUTOWAVE MM 334PR 500 ML","2/1/2015 0:24","1","0.13","",""
"10354680","AUTOWAVE ADDITIVE LP 1 LT","2/1/2015 0:24","1","0.03","",""
"10354758","AUTOWAVE MM 098 1 LT","2/1/2015 0:24","1","0.04","",""
"10355414","AUTOWAVE MM 954 1 LT","2/1/2015 0:24","1","0.07","",""
"10355458","AUTOWAVE MM 342 1 LT","2/1/2015 0:24","1","0.04","",""
"10355992","AUTOWAVE MM 332XB 500 ML","2/1/2015 0:24","1","0.16","",""
"10356072","WASHPRIMER 1K CF 1 LT","2/1/2015 0:24","1","0.03","",""
"10356088","AUTOWAVE MM 666 3.75 LT","2/1/2015 0:24","1","0.03","",""
"10359201","ACTIVATOR WB 1 LT","2/1/2015 0:24","1","0.01","",""
"10360672","SPOT SEALER 400ML","2/1/2015 0:24","1","0.05","",""
"10360739","AUTOSURFACER RAPID HARD 1L","2/1/2015 0:24","1","0.03","",""
"10361112","M850 SOLFREE 5 LT","2/1/2015 0:24","1","0.07","",""
"10363721","COLORBUILD PLUS RED APAC 1LT","2/1/2015 0:24","1","0.03","",""
"10363724","COLORBUILD PLUS WHITE APAC 3LT","2/1/2015 0:24","1","0.03","",""
"10363725","COLORBUILD PLUS BLACK 3 L","2/1/2015 0:24","1","0.03","",""
"10364839","AUTOWAVE MM 296 500 ML","2/1/2015 0:24","1","0.13","",""
"10364841","AUTOWAVE MM 101 1LT","2/1/2015 0:24","1","0.04","",""
"10364842","AUTOWAVE MM 577 1LT","2/1/2015 0:24","1","0.04","",""
"10367724","AUTOWAVE MM 974 1L","2/1/2015 0:24","1","0.07","",""
"10367863","M200 APAC 5L","2/1/2015 0:24","1","0.01","",""
"10370750","AUTOWAVE MM 1001 APAC 0.5L","2/1/2015 0:24","1","0.08","",""
"10370751","AUTOWAVE MM 1002 APAC 0.5L","2/1/2015 0:24","1","0.08","",""
"10370963","AUTOWAVE MM 350 0.5L","2/1/2015 0:24","1","0.14","",""
"10370975","AUTOWAVE MM 355 APAC 1L","2/1/2015 0:24","1","0.16","",""
"10372005","AUTOWAVE MM 245 APAC 1L","2/1/2015 0:24","1","0.06","",""
"11-E 20A","SUN ORANGE","2/1/2015 0:24","1","0.11","",""
"11-E 30A","FIRE RED","2/1/2015 0:24","1","0.11","",""
"11-E 30B","MAGMA RED","2/1/2015 0:24","1","0.11","",""
"110001HC0A","BLOCK CYLINDER.","1/31/2015 5:30","1","389.48","",""
"110001HC3A","BLOCK ASSY-CYL,","6/3/2015 5:30","1","0.05","",""
"110001HC3C","BLOCK CYLINDER.","6/3/2015 5:30","1","313.59","",""
"110001HC3D","BLOCK ASSY-CYLI","5/21/2019 5:30","1","321.44","",""
"110001KT0B","BLOCK ASSY-CYLI","1/31/2015 5:30","1","881.34","",""
"11000ED01B","BLOCK CYLINDER.","1/31/2015 5:30","1","389.48","",""
"110100100R","BLOCK ASSY-CYL","1/22/2019 5:30","1","178.83","",""
"110100420R","BLOCK ASSY-CYL","1/22/2019 5:30","1","178.83","",""
"110100596R","BLOCK ASSY-CYL","7/24/2019 5:30","1","324.74","",""
"110101HC3C","BLOCK CYLINDER","1/13/2017 5:30","1","389.73","",""
"110103100R","BLOCK ASSY-CYL","1/22/2019 5:30","1","1424.49","",""
"110103691R","BLOCK ASSY-CYLI","1/22/2019 5:30","1","1477.68","",""
"110104767R","BLOCK ASSY-CYL","1/22/2019 5:30","1","1266.22","",""
"110105108R","BLOCK ASSY-CYL","1/22/2019 5:30","1","1266.22","",""
"110105900R","BLOCK ASSY-CYL","11/2/2017 5:30","1","141.80","",""
"110108501R","BLOCK ASSY-CYLI","1/22/2019 5:30","1","1266.22","",""
"110108867R","BLOCK ASSY-CYL","1/22/2019 5:30","1","490.41","",""
"110109529R","BLOCK ASSY-CYLI","1/22/2019 5:30","1","1392.84","",""
"110109718R","BLOCK ASSY-CYL","1/22/2019 5:30","1","150.30","",""
"110109778R","BLOCK ASSY-CYL","4/1/2015 5:30","1","1378.99","",""
"110109953R","BLOCK ASSY-CYLI","5/2/2019 5:30","1","689.96","",""
"11010WR60A","BLOCK ASSY-CYL","10/10/2019 5:30","1","1146.07","",""
"110172100R","BASE -CYLINDER","6/2/2015 5:30","1","333.04","",""
"110221854R","PLUG","8/7/2019 5:30","1","0.16","",""
"110222497R","PIN-CYL BLOCK B","1/22/2019 5:30","1","1.76","",""
"1102277A00","PIN-DOWEL","1/31/2015 5:30","1","0.69","",""
"11022ED000","PIN-DOWEL","1/31/2015 5:30","1","0.69","",""
"110244P10A","PLUG-TAPER","12/12/2017 5:30","1","3.41","",""
"1102601M02","WASHER DRAIN.","5/21/2019 5:30","1","0.94","",""
"1102631X00","GASKET.","10/3/2015 5:30","1","0.91","",""
"110264N200","GASKET-DRAIN PL","10/3/2015 5:30","1","2.66","",""
"110265505R","WASHER-CAP SEAL","1/22/2019 5:30","1","0.92","",""
"1102800QAA","RETAINER-OIL SE","1/31/2015 5:30","1","39.76","",""
"11035ED01A","BOLT","1/31/2015 5:30","1","0.69","",""
"110401HC2A","HEAD CYLINDER","1/31/2015 5:30","1","457.90","",""
"110401HC2C","HEAD CYLINDER","6/3/2015 5:30","1","269.46","",""
"110401HC2D","HEAD ASSY-CYLIN","5/21/2019 5:30","1","132.40","",""
"110401KT0A","HEAD ASSY-CYLIN","1/31/2015 5:30","1","551.50","",""
"110405H70A","HEAD CYLINDER","1/31/2015 5:30","1","551.50","",""
"11040EY02D","HEAD CYLINDER","12/20/2016 5:30","1","1262.08","",""
"110410442R","HEAD ASSY-CYLIN","1/22/2019 5:30","1","1590.28","",""
"110411847R","HEAD ASSY-CYL","7/24/2019 5:30","1","266.62","",""
"110411HC2A","HEAD CYLINDER","1/31/2015 5:30","1","436.09","",""
"110412587R","HEAD ASSY-CYL..","1/22/2019 5:30","1","1011.58","",""
"110412740R","HEAD ASSY-CYL","1/22/2019 5:30","1","1987.84","",""
"110413311R","HEAD ASSY-CYL","1/22/2019 5:30","1","136.68","",""
"110414719R","CYL HEAD - ASSY","1/22/2019 5:30","1","233.67","",""
"110415795R","HEAD ASSY-CYL","4/1/2015 5:30","1","1924.34","",""
"110419842R","HEAD ASSY-CYL","6/2/2015 5:30","1","1322.09","",""
"110421HC0B","GASKET KIT","11/14/2015 5:30","1","150.54","",""
"110421KT0A","GASKET KIT-VALV","1/31/2015 5:30","1","150.54","",""
"110428030R","HEAD COMPL-CYL.","1/22/2019 5:30","1","1011.58","",""
"1104400Q0P","GASKET-CYLINDER","1/31/2015 5:30","1","55.35","",""
"1104400Q1B","GASKET-CYLINDER","1/31/2015 5:30","1","55.35","",""
"110441845R","GSKT-CYL HEAD.","1/22/2019 5:30","1","33.20","",""
"110441HC0A","GSKT-CYL HEAD","1/31/2015 5:30","1","31.93","",""
"110441HC0B","GSKT-CYL HEAD","5/21/2019 5:30","1","17.66","",""
"110441KT0A","GASKET-CYLINDER","1/31/2015 5:30","1","42.05","",""
"110441KT0B","GSKT-CYL HEAD.","11/14/2015 5:30","1","42.05","",""
"110442970R","GSKT-CYL HEAD","7/23/2019 5:30","1","18.51","",""
"110444213R","GSKT-CYL HEAD.","1/22/2019 5:30","1","47.24","",""
"110446505R","GSKT-CYL HEAD.","1/22/2019 5:30","1","47.24","",""
"110447055R","GSKT-CYL HEAD.","1/22/2019 5:30","1","33.20","",""
"110447527R","GSKT-CYL HEAD","1/22/2019 5:30","1","6.72","",""
"110449199R","GSKT-CYL HEAD","1/22/2019 5:30","1","28.24","",""
"11044BC20B","GASKET-CYLINDER","4/1/2015 5:30","1","42.05","",""
"11044BC20C","GSKT-CYL HEAD","1/31/2015 5:30","1","42.05","",""
"11044EY04A","GASKET-CYLINDER","12/20/2016 5:30","1","47.03","",""
"11044EY04B","GASKET-CYLINDER","12/20/2016 5:30","1","47.03","",""
"1104658S00","DOWEL PIN","1/31/2015 5:30","1","1.50","",""
"1104AWR60A","HEAD ASSY-CYL,S","9/10/2017 5:30","1","1755.68","",""
"110515243R","PLUG-WATER CIRC","1/22/2019 5:30","1","3.22","",""
"110516171R","PLUG-OIL CIRCUI","6/2/2015 5:30","1","2.59","",""
"110518402R","PLUG-WATER CIRC","4/1/2015 5:30","1","2.06","",""
"1105301M00","PIN-SPR,14X11","10/3/2015 5:30","1","1.63","",""
"110564511R","SCR-CYL HEAD MT","1/22/2019 5:30","1","3.85","",""
"110569992R","SCR-CYL HEAD MT","7/23/2019 5:30","1","4.54","",""
"11056ED000","BOLT-CYL HEAD","9/4/2018 5:30","1","2.80","",""
"11056EN200","BOLT-CYL HEAD","1/31/2015 5:30","1","5.05","",""
"110582794R","WASHER-CYL HEAD","5/30/2015 5:30","1","1.78","",""
"11058ED000","WASH-HEAD BOLT","9/4/2018 5:30","1","2.54","",""
"1106000Q0E","OUTLET-WATER.","4/1/2015 5:30","1","129.97","",""
"110600318R","HSG COMPL-WATER","1/22/2019 5:30","1","10.26","",""
"110601HC0B","OUTLET-WATER.","10/10/2015 5:30","1","14.44","",""
"110601HC0C","OUTLET-WATER.","9/1/2017 5:30","1","62.89","",""
"110601HC1B","OUTLET-WATER","6/11/2015 5:30","1","17.73","",""
"110601HC1C","OUTLET-WATER","1/31/2015 5:30","1","98.64","",""
"110601HS0B","OUTLET-WATER","1/31/2015 5:30","1","81.22","",""
"110601KT0A","OUTLET-WATER","1/31/2015 5:30","1","81.22","",""
"110604754R","HSG-WATER OUTLE","1/22/2019 5:30","1","91.31","",""
"110605536R","HSG COMPL-WATE.","1/22/2019 5:30","1","54.51","",""
"110606103R","HSG COMPL-WATER","7/24/2019 5:30","1","10.75","",""
"110611731R","PIPE-WATER PUMP","4/1/2015 5:30","1","21.52","",""
"110612952R","PIPE-WATER PUMP","4/1/2015 5:30","1","51.56","",""
"110613765R","HSG-THERMOSTAT","4/1/2015 5:30","1","84.50","",""
"110613991R","PIPE-WATER PUMP","4/1/2015 5:30","1","22.54","",""
"110614119R","PIPE-WATER PUMP","4/1/2015 5:30","1","21.74","",""
"110614241R","PIPE-WATER PUMP","4/1/2015 5:30","1","38.99","",""
"110619489R","PIPE-WATER PUMP","4/1/2015 5:30","1","20.31","",""
"110621HC0A","GSKT-WATER OUTL","4/1/2015 5:30","1","2.84","",""
"110621KT0A","GSKT-WATER OUTL","10/3/2015 5:30","1","2.20","",""
"110622559R","GSKT-WATER BOX","1/22/2019 5:30","1","2.29","",""
"110629798R","SEAL-WATER OUTL","10/1/2015 5:30","1","9.15","",""
"11062ED000","GSKT-WATER OUTL","10/3/2015 5:30","1","2.20","",""
"110645563R","COVER-WATER OUT","9/24/2016 5:30","1","10.69","",""
"110652457R","PLUG-PREHEAT.","1/22/2019 5:30","1","36.72","",""
"1106700QAA","TIMER ASSY-GLOW","1/31/2015 5:30","1","37.30","",""
"110678071R","UNIT-PRE & POST","1/22/2019 5:30","1","66.55","",""
"11067JD50A","TIMER ASSY-GLOW","4/4/2016 5:30","1","56.23","",""
"11073JY00A","BRACKET-GLOW TI","1/31/2015 5:30","1","1.82","",""
"11090EY02D","HEAD ASSY-CYLIN","12/20/2016 5:30","1","1357.41","",""
"110981HC6A","SEAT VALVE","1/31/2015 5:30","1","17.98","",""
"110981HS6A","SEAT VALVE","1/31/2015 5:30","1","17.98","",""
"110981KT6A","SEAT-VALVE,INTA","1/31/2015 5:30","1","17.98","",""
"110991KT6A","SEAT VALVE","1/31/2015 5:30","1","21.27","",""
"11099ED060","SEAT-VALVE,EXH","5/30/2015 5:30","1","26.65","",""
"110A23523R","PLUG - WATER OU","1/22/2019 5:30","1","2.54","",""
"1111000QAS","PAN ASSY-OIL","1/31/2015 5:30","1","224.73","",""
"111100314R","PAN ASSY OIL.","4/5/2017 5:30","1","795.85","",""
"111100489R","PAN ASSY-OIL, E","4/4/2016 5:30","1","163.40","",""
"111101HC0B","PAN ASSY-OIL","1/31/2015 5:30","1","86.02","",""
"111101HC0D","PAN ASSY-OIL","1/31/2015 5:30","1","57.33","",""
"111101HC0F","PAN ASSY-OIL","5/21/2019 5:30","1","58.77","",""
"111101HC1D","PAN ASSY-OIL","5/21/2019 5:30","1","7.08","",""
"111101HS1A","PAN ASSY-OIL,LW","1/31/2015 5:30","1","6.41","",""
"111103404R","PAN ASSY-OIL, E","5/8/2018 5:30","1","26.98","",""
"111103AA0A","PAN ASSY-OIL","1/31/2015 5:30","1","57.33","",""
"111103AA1A","PAN ASSY-OIL,LW","1/31/2015 5:30","1","57.33","",""
"111105375R","PAN ASSY-OIL, E","1/22/2019 5:30","1","795.85","",""
"111105968R","PAN ASSY-OIL.","1/22/2019 5:30","1","199.94","",""
"111107098R","PAN ASSY-OIL.","1/22/2019 5:30","1","199.94","",""
"111107817R","BASEPLATE ASSY-","1/22/2019 5:30","1","340.46","",""
"111108511R","PAN ASSY-OIL, E","1/22/2019 5:30","1","289.99","",""
"111109911R","PAN ASSY-OIL, E","1/22/2019 5:30","1","27.86","",""
"11110CK80A","PAN ASSY-OIL,W/","4/1/2015 5:30","1","1744.84","",""
"11110ED000","PAN ASSY-OIL","1/31/2015 5:30","1","278.03","",""
"11110ED010","PAN ASSY OIL","3/4/2015 5:30","1","57.33","",""
"11110ED50A","PAN ASSY OIL","3/4/2015 5:30","1","57.33","",""
"11110JK22A","PAN ASSY OIL","12/20/2016 5:30","1","115.06","",""
"111112938R","PAN-OIL, ENGINE","4/1/2015 5:30","1","93.69","",""
"111114932R","PAN-OIL, ENGINE","7/24/2019 5:30","1","45.43","",""
"111117396R","PAN-OIL, ENGINE","1/22/2019 5:30","1","20.68","",""
"111140734R","PLATE-SPLASH","6/2/2015 5:30","1","14.86","",""
"111215761R","GSKT-ENGINE OIL","1/22/2019 5:30","1","31.51","",""
"111280177R","PLUG-OIL DRAIN","1/22/2019 5:30","1","1.78","",""
"1112801M00","PLUG DRAIN O/P.","1/31/2015 5:30","1","0.79","",""
"1112801M0B","PLUG-DRAIN","4/1/2015 5:30","1","5.17","",""
"11128AM60A","PLUG-DRAIN","1/22/2019 5:30","1","3.03","",""
"1114000Q1L","GAUGE OIL LEVEL","1/31/2015 5:30","1","12.73","",""
"1114000Q3C","GAUGE-OIL LEVEL","1/31/2015 5:30","1","12.73","",""
"111400116R","DIPSTICK-OIL","1/22/2019 5:30","1","16.80","",""
"111400331R","DIPSTICK-OIL","4/1/2015 5:30","1","30.10","",""
"111401253R","DIPSTICK-OIL","1/22/2019 5:30","1","4.15","",""
"111401HC0A","GAUGE-OIL LEVEL","1/31/2015 5:30","1","1.86","",""
"111401HS0A","GAUGE-OIL LEVEL","1/31/2015 5:30","1","2.40","",""
"111402024R","DIPSTICK-OIL","10/7/2015 5:30","1","22.86","",""
"111402251R","DIPSTICK-OIL","7/24/2019 5:30","1","4.34","",""
