"Part #","Description","USD EXW","",""
"72275SV4013","RUNCHANNEL L.FR D","0.00","",""
"44721SB2003","WEIGHT.BALANCE (10G)","0.14","",""
"19101RAAA00","TANK.RESERVE","6.53","",""
"78181S84A02","BULB SOCKET ASSY","3.78","",""
"77610SNAU11ZA","OUTLET ASSY.CTR DR","12.85","",""
"52690S1AE01","PLATE.BUMP STOP R","3.74","",""
"74176SWA000","BRKT L.RAD UP MT","10.81","",""
"52745TG0T02","COV.SPG SEAT LWR R R","1.74","",""
"22565RDK003","PLATE.CLUTCH END","12.58","",""
"22555PC9000","PLATE.CLUTCH END5","8.89","",""
"17262RNAA00","STAY COMP B.AIR/C","4.59","",""
"44306TA1A00","SHAFT ASSY.L DRIV","469.60","",""
"65611SDBA00ZZ","FRAME R.REAR","115.19","",""
"19102REAZ00","CAP.RESERVE TANK","0.24","",""
"84601SNBJ02ZA","LNG ASSY R. TRUNK SI","11.77","",""
"64130SWA300ZZ","PLR COMP R FR INN LW","102.64","",""
"81850TA0U01ZD","BELT*YR240L    1*","234.64","",""
"70611S5AJ01ZE","HANDLE.SU*NH425L*","2.50","",""
"07ZAKS7C0102","P/S JOINT ADAPTER (P","107.60","",""
"39680SNVH01ZH","SENSOR ASSY.COR R(H/13DEG)*T99*","160.37","",""
"72250TM0T01","REG ASSY.L FR DOOR (","50.37","",""
"91530SX8F00","SUB SEAL R/L FR D","0.66","",""
"08P23SDE700X","DOOR EDGE GUARD","7.73","",""
"46375TG1T00","PIPE V COMP.BRAKE","1.28","",""
"78501TC0A81ZA","BODY SET *YR392L*","467.59","",""
"37132SNDE01ZB","COVER.U/S SENSOR*YR3","6.78","",""
"17244RNAA00","TUBE.AIR/C","29.42","",""
"84400TF0J01ZA","SHELF ASSY.. RR. *NH167L*","284.02","",""
"08V35TM2700BX","KIT RR. FOG SW","14.13","",""
"82121SX8N41ZA","TRIM COVER RR BACK","64.13","",""
"41371PG2000","WASHER.THRUST.37X","4.25","",""
"72235SV4013","RUNCHANNEL R.FR D","0.00","",""
"24635P6H000","SHAFT.CHANGE DETE","2.39","",""
"73405S9A010","GLASS.R RR DOOR Q","37.89","",""
"79721TA0J00","HOSE WATER INLET","4.05","",""
"74871SDEZ10","SPRING R TRUNK OPEN","9.77","",""
"51605SX8N00","DAMPER UNIT.R FR","27.17","",""
"44721SEAJ01","WEIGHT.BALANCE 10","2.12","",""
"33129SWA003","IGNITER. HID","218.09","",""
"54113692980","COLLAR.LOCK PIN","1.13","",""
"91556SM4003","BAND.CLIP (HARN &","0.29","",""
"53731SX8T00","TUBE.SUCTION P/S","14.72","",""
"22200P3R005","DISK COMP. FRICTION","51.95","",""
"82180SDJD41ZB","ARM REST *YR239L*","233.17","",""
"08W14TG1700","ALLOY WHEEL","95.53","",""
"91501S9A003","CLIP.ROOF GARN","1.55","",""
"77960S9AN81","UNIT ASSY.SRS","487.05","",""
"06350SNND11","SET KEY CYLINDER","108.03","",""
"78130SX8T51","METER ASSY F&T","12.65","",""
"76710S9A003","WIPER MOTOR COMP","107.60","",""
"80534S84A41","ASPIRATOR","13.50","",""
"81126SNNX02","FR SEAT BACK & CUS F","227.92","",""
"14401PPA004","CHAIN(176L)","37.64","",""
"13321PNJT01","BRG A.MAIN UPPER","2.64","",""
"04735SEL000","RUB SET. FR CORN","1.00","",""
"72631S9A003","ROD R.RR INSIDEHA","3.59","",""
"64320SWA305ZZ","EXTN SET R RR W /ARC","46.52","",""
"84601TG1T11ZA","LINING ASSY.. R. TRUNK SIDE*YR327L*","10.85","",""
"12316PLC000","WASHER.PHC STUD B","0.85","",""
"46393S9A003","CLIP.BRAKE PIPE","1.94","",""
"23421RPFA00","GEAR.COUNTER LOW","154.23","",""
"82294TG0T01","HINGE OUT.RR BACK","1.27","",""
"13214PE1003","BRG.D CONNROD","7.77","",""
"90602S84A01","HOLD.ROD","2.04","",""
"25213RAY003","HOSE 177MM.ATF","7.17","",""
"82532S9AJ01","PAD ASSY.LRR CUSH","47.16","",""
"19043PNBA00","LABEL.COOLANT INF","1.97","",""
"74101TF0000","FENDER R.FR INN","9.68","",""
"91301P8AA00","O-RING 48.5X2.4","3.11","",""
"67460SDCA01ZZ","HINGE L.FR DOOR L","21.80","",""
"90651S4N003","CLIP DR WTHSTP","0.81","",""
"33301SA0741","BULB 12V 5W","1.41","",""
"60841SELT00ZZ","BRKT FR R.FR SUB","19.80","",""
"81260SDAA41","SLIDE ADJR OUT.R","55.38","",""
"31252PD2006","RUBBER BUSH","1.06","",""
"79305SNB941","BLOWER SUB ASSY","134.03","",""
"17707SDDE01","TUBE COMP .FUEL FEED","34.75","",""
"83506SWA003ZC","CAP PULL POCKET","1.99","",""
"72640SX8T11ZG","HANDLE ASSY.*T99*","33.17","",""
"06350SX8J82","SET. KEY CYLINDER","166.58","",""
"90381SL5901","NUT. WHEEL","2.12","",""
"41363P83000","SHIM.28MM (1.06)","3.39","",""
"9390446320","SCREW TAPPING.6X2","0.28","",""
"08E55S3010003","SEAL FUSE","0.00","",""
"91571SDCA11","CLIP B.TAPE","1.66","",""
"18210SDAA01","PIPE A.EXHAUST (A","256.83","",""
"90101S9AJ11","SCREW ET.7X22 (BA","0.91","",""
"9390334210","SCREW 4X10","0.25","",""
"83743TJ5X01ZA","PANEL SW *NH167L*","1.42","",""
"38250SNAC03","BOX ASSY.RELAY","76.64","",""
"13322P8AA01","BRG B.MAIN UPR","8.91","",""
"72112TL2A01","PROTECTOR.R.DOORLATC","5.98","",""
"32117SELW50","WIRE HARN.INST","289.74","",""
"77350TM0T01ZA","COVER.COLUMN UPR*NH1","3.96","",""
"90170SNAA00","BOLT FLANGE 12X57","1.81","",""
"20021RAXH54","TRANS ASSY.BARE","5253.33","",""
"90430PD6003","WASHER.SEALING.6M","0.98","",""
"22561RPC004","PLATE.CLUTCH END 10","9.61","",""
"938920401208","SCREW-WASHER.4X12","0.29","",""
"77132S84A10ZC","LID ASSY *YR164L*","3.86","",""
"82228SM4A00ZQ","GARN RR S*NH361L*","2.64","",""
"17516S9A000","SET.F/PUMP FILTER","17.73","",""
"90030PH7000","BOLT. BREATHING","3.86","",""
"14401R40A01","CHAIN(176L)","55.09","",""
"23963PW5000","SHIM.68MM W","4.55","",""
"64120SV4A01ZZ","PLR COMP R.FR INN","0.00","",""
"38810RAAA01","COMPR.COMP","774.22","",""
"32753TG2W01","WIRE HARN (RR R DOOR)","4.20","",""
"18120RZA000","COVER COMP EXH MNFLD","33.61","",""
"65662SELT0ZZA","FRAME B L.REAR","8.77","",""
"04433TG1T00","ASSY ADJUSTER AUTOMATIC L","4.84","",""
"90441P6H000","COLLAR.34X44X50.5","8.57","",""
"10003RZAA00","ENG SUB-ASSY (HEA","2659.93","",""
"45175SX0N01","PIN.TENSION","1.56","",""
"42200TC0T51","BRG ASSY.RR HUB U","182.37","",""
"84530S9A003ZB","HANDLE LOCK*G54L*","6.36","",""
"67050SX8Y00ZZ","PANEL COMP L.FR D","296.56","",""
"83270S9A003","PAD L.FR ROOF SID","5.40","",""
"41380PG2A10","SHIM.75MM","4.83","",""
"72361SWAA01","SEAL L FR DOOR HOLE","13.89","",""
"83111SEMK01ZA","LNG ASSY R. COWL SID","1.98","",""
"36165RAAA00","TUBE.PURGE","5.90","",""
"82238S9A003ZD","COVER R.R*YR239L*","4.27","",""
"22910SX8T04","WIRE COMP.CLUTCH","16.10","",""
"75800SX8T00","MUD GUARD R.FR","2.62","",""
"67111SX8T00ZZ","SKIN R.FR DOOR","70.88","",""
"90401P8AA00","WASHER.PLUG.DRAIN","1.59","",""
"44018SELT01","BOOT SET.OUTBOARD","60.21","",""
"90183SR3000","BOLT FLANGE 12X10","2.47","",""
"76270SX8T00","GARN L DR MIR","4.85","",""
"77511TF0Q01ZA","LID ASSY.*NH699L*","35.39","",""
"74214SX8T00","COVER R.HOOD HING","2.04","",""
"71124SWWG01","MOLDING. R. FR. GRILLE UPPER","8.96","",""
"27712P48J10","PLATE.SECONDARY S","6.86","",""
"42700SNNP51","WHEEL DISK AL 15X6J","161.21","",""
"83530SNBU23ZC","ARMREST COMP R.FR DO","32.59","",""
"53540SDAA01","END COMP.TIE ROD","54.14","",""
"81143SDAA01ZX","GUIDE.HDRST FREE*B15","4.27","",""
"46402SWCT01","TUBE ASSY.MASTER","24.59","",""
"75800TG2K00","MUD GUARD R.FR","7.06","",""
"47105TM2013ZC","LEVER ASSY.HAND BRAKE*YR327L*","40.65","",""
"19045PT0003","CAP COMP..RADIATO","0.00","",""
"46992SNAJ81","PLATE.FOOTREST","3.45","",""
"60100S04010ZZ","DWG.HOOD COMP","0.00","",""
"67450SNA003ZZ","HINGE.L FR DOOR U","15.47","",""
"83533S4KN41ZC","LINING CO*YR169L*","46.05","",""
"67651TM0T00ZZ","SKIN.L RR DOOR","127.07","",""
"04733SX0000","RUB SET. RR WSHLD.","8.80","",""
"23969PL3A10","SHIM.65MM.AM","4.28","",""
"9622060178","ROLLER.6X17.8","0.18","",""
"71170SM4305","ABSORBER.FR.BUMPE","0.00","",""
"61500TG0T50ZZ","DASHBOARD LWR COMP","213.84","",""
"52621SB2004","WASHER.RR.DAMP.MT","2.57","",""
"71505SDAA00","BRKT R.RR BPR SID","2.54","",""
"35750SDAU14","SW ASSY.P/W MAS","169.80","",""
"46378SNA020","PIPE Y COMP.BRAKE","4.12","",""
"80550SNCA41","SENSOR ASSY.HTR CORE","17.76","",""
"22556PX4003","PLATE.CLUTCH END","11.41","",""
"04684TM0T00ZZ","MBR SET.L FR W/H LWR","48.84","",""
"08Z03TM0700DX","KIT DOOR PANEL","6.96","",""
"90111SA0000","SCREW TAPPING 4X8","1.17","",""
"83753SWAA21ZD","GRIP COMP*YR346L*","42.42","",""
"18214SH3J01","BRKT.EXHAUST MTG","1.79","",""
"90149S84A01","SCREW 4X5","0.71","",""
"32754TG2W11","WIRE HARN. (RR L DOOR)","11.05","",""
"53601SX8T04","G/BOX COMP P/S RH","780.57","",""
"39690SNVH01ZR","SENSOR ASSY.CTR R(H/13DEG)*B538M*","96.56","",""
"54040SNAA81","CAP.LOCK PIN ROD","1.86","",""
"54132SH4982","KNOB.PUSH","25.99","",""
"91619SE0000","SEAL 30MM.DOOR HO","1.09","",""
"68800TG2K00ZZ","STIFFENER COMP.. GLASS HATCH SPOILER","100.22","",""
"90301SAA0030H1","COLLAR. STRG BEAM","0.49","",""
"04631TF0300ZZ","PANEL R.SIDE SILL","201.21","",""
"43371SEMT01","LEVER OPERATING -LH","0.93","",""
"957011004508","BOLT.FLANGE.10X45","0.77","",""
"72120TM4H01ZA","HANDLE ASSY.R INSIDE","6.28","",""
"28900RCT024","SENSOR.ASSY POSITION","61.85","",""
"54750SWA982","SW ASSY PARK-PIN & A","42.90","",""
"75323SNBT01YA","PROTR COMP L.FR DOOR","0.00","",""
"39550TG1T01","SOL SET.AT SHIFT LOCK","21.05","",""
"74896SNA000ZA","GARN ASSY L.TRUNK HI","12.04","",""
"23990PZ9000","SHIM. 52X62 AH","3.28","",""
"63501TG2K001H1","PANEL L OUTSIDE","467.65","",""
"72617SDAA01","LOCK PROTECTOR.R","0.98","",""
"71105SDET00","WEIGHT.FR BPR","15.65","",""
"90465RDK010","SHIM.65MM E","5.04","",""
"53537SH3000","SEAL A.TIE ROD DU","9.29","",""
"67325TJ5K00","TAPE.R FR DOOR SA","3.49","",""
"17050PNE000","BASE COMP.INJECTO","125.76","",""
"71124SNB900","BASE.FR EMBLEM","13.00","",""
"65100SNDU01ZZ","W/HOUSE COMP L.REAR","370.99","",""
"34906SA0003","BULB(27/5W)","2.80","",""
"79672S3NN41","NEO WEDGE BULB","3.26","",""
"51325TA0A01","LINK COMP.STABI L","41.05","",""
"83750SX8N00ZA","LINING R RR DR 1.3LX","49.89","",""
"77896S86K01ZZ","STAY.AS KNEE BOLS","3.89","",""
"24201R0Z000","FORK COMP. 5TH SHIFT","23.56","",""
"84130SNAA01ZC","GRNISH ASS.R.RR PILR","15.79","",""
"41442P7T000","SHIM.81MM E","4.95","",""
"46900SAA003","PEDAL ASSY.CLUTCH","35.00","",""
"44310S4X300","JOINT COMP.INBOAR","217.09","",""
"67550TF0T00ZZ","PANEL COMP.L RR D","192.02","",""
"36176R70A10","TUBE B.PURGE","5.65","",""
"81140SEMK02ZB","HEAD REST ASSY.FR SE","21.09","",""
"79711SWAA00","JOINT PIPE WATER","7.92","",""
"22573P4V003","PLATE.CLUTCH END","12.68","",""
"41438PGH000","SHIM.81MM A","4.95","",""
"08W14S21700JX","ALLOY WHEEL","85.35","",""
"82450SNAU02ZC","BELT ASSY OUT R. RR","120.79","",""
"08P33SX7700S03","L/TRIM ST PL FAWN","0.00","",""
"73129S84A00","NON WOVEN FABRIC","3.14","",""
"52610SDAY03","DAMPER ASSY. REAR","253.44","",""
"51606S84A03","DAMPER UNIT.L FR","132.64","",""
"17263RZPG00","STAY COMP C.AIR/C","8.72","",""
"46960S84E05","TUBE ASSEMBLY DAM","129.82","",""
"83703TM0T01ZC","LNG COMP.RR DOOR R *YR327L*","23.98","",""
"41100RPF000","DIFF COMP","195.02","",""
"08P33TM0P01NR","DOOR TRIM PU(1MM) -","10.39","",""
"44318SA2300","BAND C.BOOT","6.04","",""
"60614SWA300ZZ","MEMBER R FR W/H UP","50.60","",""
"71130TL0305ZZ","BEAM  COMP.. FR. BUMPER","136.40","",""
"17116REAZ00","COLLAR.ENG COVER","1.40","",""
"22520RJB003","PISTON COMP.LOW C","60.38","",""
"15221PZ1000","PACKING.OIL STRAI","1.10","",""
"83551TM0T11ZD","GARN L.UPR*NH839L*","0.38","",""
"23937PL3B00","SHIM 70MM G","5.43","",""
"934030603008","BOLT WASH 6X30","0.36","",""
"74880TG1T01","CABLE.G/HATCH OPEN (RH)","3.38","",""
"19511PFB003","CLIP. WATER HOSE","1.55","",""
"62SNC22","CIVIC HYB MXID(08-KZ","22.46","",""
"23916PLW000","COLLAR.DISTANCE 2","5.96","",""
"90475RDK010","SHIM.65MM O","5.04","",""
"74101SEMK10","FENDER R.FR INN","8.69","",""
"83500TG2X11ZA","LINING ASSY.. R. FR. DOOR*NH167L*","37.29","",""
"81450TJ5B03ZD","BELT ASSY OUT R.FR SEAT*TYPEF*","27.19","",""
"31211PSAJ51","SWITCH COVER","3.74","",""
"17107R40A01","PKG.THROTTLE BODY","8.10","",""
"16721RRAA01","HOSE COMP A  FUEL FE","26.83","",""
"81521SDJD32ZB","TRIM COVE*YR239L*","152.46","",""
"75120SX8N00ZD","MLDG.FR GRIL*T99*","36.44","",""
"81269TB0H71ZC","COVER R.UPPER RAIL O","8.87","",""
"41367PPS000","SHIM.76MM.G","4.17","",""
"30521PWAS01","COIL ASSY B.PLUG","83.39","",""
"32107TG2W21","WIRE HARN.FLOOR","98.35","",""
"957011205508","BOLT.FLANGE.12X55","0.78","",""
"27405RCL901","BODY SUB ASSY.SERVO","383.12","",""
"46361SX8T00","PIPE E COMP.BRAKE","0.68","",""
"83421SWAU00","BRKT COMP CTR CONSOL","19.14","",""
"90681SG0000","CIRCLIP IN.84 SPL","5.97","",""
"41352689000","WASH B.DIFF PINON","2.44","",""
"41470RDK000","SHIM.85MM AE","4.51","",""
"06770SDBU80ZA","KIT.DR MO*NH167L*","483.66","",""
"71107SNLT50","LWR GRILLE CTR.FR","24.64","",""
"46966S9A003","HOLDER.TANK","5.93","",""
"52306S9A005","BUSH.STABI HOLDER","3.35","",""
"34401S84A01","BULB.T10 4CP","2.48","",""
"91308P8AA01","O-RING.18.3X3.5","2.13","",""
"93500030080H","SCREW.PAN.3X8","0.27","",""
"73455TM0T00","GLASS.L RR DOOR QTR","3.52","",""
"82184SWAA01ZB","CUP HOLDER RR SEAT","15.12","",""
"22542P68003","SPRG CLUTCH RETURN","6.96","",""
"44737SA0981","WASHER.WHEEL NUT","1.23","",""
"80566SMA003","CLIP EVA SENSOR","0.24","",""
"90614P6H000","RING.SNAP.34MM","1.13","",""
"17300SNA013","CANISTER ASSY","92.38","",""
"91307RE2E01","OUTER O-RING","0.15","",""
"80116TA0A00","SEAL L CONDENSER","3.68","",""
"75301SX8T00","PROTR COMP R.FR F","4.80","",""
"82119SEL000ZB","FOOT COVE*YR239L*","3.72","",""
"14762RE1Z01","SPRING.EXH VALVE","0.98","",""
"71101SNBE90ZD","FACE.FR BUMPER*B92P*","130.85","",""
"75303S9AJ01ZC","PROTR COMP*B508M*","50.90","",""
"90052RGA003","BOLT SPL..6X17.8","1.21","",""
"79582SX8T01","KNOB FAN CTRL","5.22","",""
"44300TA0A51","BRG ASSY.FR HUB","82.92","",""
"52441SNCY01","SPRING.REAR","66.90","",""
"76620SM4Q01","BLADE.WINDSHIELD","0.00","",""
"32120RNA000","COVER ASSY.ENG HA","12.76","",""
"83742TM0T01ZA","COVER R.RR ARMREST*NH167L*","2.52","",""
"38255S5A003","DETECT UNIT ELECTRIC","77.98","",""
"65613TA0A00ZZ","FRAME C R.REAR","11.27","",""
"38816R70A01","STAY.LEADWIRE","2.47","",""
"08V31SEM7000Y1","KIT.FR FOG LT SUB","0.00","",""
"74110SWA305","COVER ASSY. ENG UN","166.72","",""
"22650RJFA01","CLUTCH ASSY.3RD","487.52","",""
"77298S9A003","SCREW TAPPING 4X1","1.17","",""
"20021RAXH63","TRANSMISSION ASSY AT","4217.84","",""
"13623PZA003","PLATE.C/K PULSER","12.26","",""
"82131S9AU32ZD","TRIM COVE*YR239L*","679.67","",""
"77633SX8T00","BUSH.AS OUTLET","1.14","",""
"08C56G0210","RADIATOR LIQUID 1L","4.38","",""
"63320SELT10ZZ","GUTTER COMP R.RR PLR","16.94","",""
"32753S84A01","WIRE HARN RR R DO","12.82","",""
"91304RDK003","O-RING 43.5X2.2","1.93","",""
"83412SX8T00ZB","CAP. CTR CONSOLE","0.40","",""
"88324ST3E00","COVER.RR ASHTRAY","2.54","",""
"08F50TF0700A","DOOR HANDLE COVER","31.07","",""
"23955PL3B00","SHIM 70MM Y","5.43","",""
"08L96SWE700AX","KIT CARGO NET","26.16","",""
"08F13SX770031","BASE PACKING.L","5.98","",""
"80289S84A00","SEAL DRAIN","0.61","",""
"91613S84A01","GROMMET.RR SUBFRA","1.45","",""
"72910SDAA01","MLDG ASSY.R RR DO","39.74","",""
"39794SE0003","RELAY ASSY POWER","21.34","",""
"32754S9A000","WIRE HARN RR L DO","33.17","",""
"72850SX8N00","WTHSTP L.RR DOOR","5.57","",""
"90507PA9000","COLLAR 8X11","1.21","",""
"31170PNA013","TENSIONER ASSY.AU","99.17","",""
"83508SV4000ZK","COVER.LOC*YR169L*","2.86","",""
"34271ST8A12","REFLECTOR COMP H/M","23.58","",""
"91501TF0003","CLIP.FR CORN WSHL","1.90","",""
"53537S3N003","RUBBER STOPPER","2.40","",""
"08V31SWE700B","FOG LIGHTS","52.31","",""
"90121SFA003","SCREW TAPPING.4X16","0.15","",""
"39600S84G01","LIGHTER ASSY CIGARET","26.59","",""
"82235SWAA01","CABLE LOCK CONTROL","12.76","",""
"90160TA0A00","BOLT.WASH 12X44","3.46","",""
"938920500808","SCREW-WASHER 5X8","0.28","",""
"90120STK000","BOLT FLANGE 16X62","4.51","",""
"74147SX8T10","SEAL RUB L. FR HD/LT","0.84","",""
"25432RCTA00","STAY COMP B.ATF FILT","6.82","",""
"38205SNAJ01","LABEL FUSE","1.88","",""
"13212RNAA02","BRG B.CONNROD","10.83","",""
"41368P83000","SHIM.28MM (1.21)","3.39","",""
"06350SDAT31","SET.KEY CYLINDER (SE","217.86","",""
"63536SNEA01","SEPARATOR L.FR PLR INSIDE","6.49","",""
"76839TF0003","TUBE 1230","0.42","",""
"78120SNAA12","METER ASSY COMP","158.05","",""
"71128SWA003ZM","BASE. FR. GRILLE UPP","122.45","",""
"83701TM0T11ZC","GARN R.UPR*NH839L*","4.72","",""
"35854TM8003","BULB COMP","4.53","",""
"41404PPS000","SHIM.76MM.AZ","4.59","",""
"76400S6A003","MIRROR ASSY.REAR","59.58","",""
"79722SK7000","HOSE B WATER IN","3.64","",""
"46360SX8T00","PIPE F COMP.BRAKE","0.88","",""
"32124TF0000","BRKT.L CABIN HARN","0.52","",""
"50932SDAA01","STAY.ECM SOL VLV","3.61","",""
"90372SR3003","NUT.FLANGE.12MM","1.58","",""
"71190SWA000","UP BEAM L FR BPR","17.72","",""
"64321SDET00ZZ","EXTN R.RR W/ARCH","16.60","",""
"21215PRP000","HOLDER.IDLE SHAFT","6.18","",""
"91554SH3003","BAND HARN (HARN & CA","0.00","",""
"54340SWAA01","INS.CONTROL WIRE","7.13","",""
"23421RZF000","GEAR COUNTER LOW","51.71","",""
"32120TM0W20","WIRE HARN. L CABIN","93.05","",""
"28950RZH000","HARN POSITION SENSOR","37.53","",""
"25613RPS000","PIPE COMP.ATF GAUGE","9.93","",""
"1K101RMXZ02","ELECTRONIC CONTROL U","0.00","",""
"13031RDVJ01","RING SET.PISTON(0.50","29.11","",""
"53216S84A00","HOLDER B.STRG COL","2.86","",""
"77541TF0000","STRIKER COMP.G-BO","1.21","",""
"51606SWAJ04","DAMPER UNIT L FR","134.84","",""
"53560SEMT02","END COMP.TIE ROD L","9.71","",""
"04646SNAU00ZZ","PANEL SET L.RR OU","672.31","",""
"74494S84A01","SPG.FUEL LID OPEN","1.97","",""
"44348TA0A00","RING.FR KNUCKLE","5.26","",""
"74872SELT00","SPG L.TRUNK OPEN","1.44","",""
"19222P8AA02","PKG.W/PUMP","2.62","",""
"950030719731","V TUBE 4X7X1970","2.93","",""
"82121TM2D01ZA","TRIM COVER.RR BACK*Y","68.65","",""
"72942TA0A01ZA","GARN.R RR*NH167L*","34.37","",""
"04641TM0T00ZZ","PANEL L.SIDE SILL","287.82","",""
"38215S84E00","LABEL.AS FUSE","2.11","",""
"72430S4K000","GARN R.FR DOOR SA","17.09","",""
"41401PPS000","SHIM.76MM.AW","4.59","",""
"27442PP6030","SEP.PLATE.SERVO C","4.32","",""
"75830S9A003","MUD GUARD L RR","26.52","",""
"73350S9A900","GLASS ASSY L FR D","146.74","",""
"28900RCR013","SENSOR ASSY.POSIT","46.36","",""
"17524SP0000","BOLT WASH.10X40","1.12","",""
"50630SDAA02","BRKT.FR ENG MTG","26.07","",""
"43053S9AE51","SET.SHOE COMP RR","53.93","",""
"62SX8204","OLD CITY S/M SP. 96","0.00","",""
"75513SB4000","CUSHION.LOCK ROD","1.00","",""
"9621106000","BALL.STEEL.#6","0.17","",""
"79526SD4000","SHFT COMP CONTL","21.02","",""
"82573TG0T01","CONTROL CABLE L.R","3.47","",""
"17046TG0000","SET.FUEL LOCK NUT& P","29.89","",""
"11830RCAA00","COVER ASSY.T/B UP","23.03","",""
"19501PNBJ00","HOSE.WATER UPPER","6.71","",""
"71126SWAJ31ZJ","MLDG MID *NH737M*","32.32","",""
"74120S84A01","LOCK ASSY.HOOD","21.08","",""
"90666SD4003","CLIP SNAP FIT","1.09","",""
"76250SDKD32ZA","MIR ASSY RH-L A/T DR","127.82","",""
"71503S9A000YU","CAP. RR. BUMPER *B53","4.77","",""
"90001P8FA02","BOLT SOCKET 6X25","1.51","",""
"27576PFL000","PISTON TOP ACCUM","9.49","",""
"81115S9AJ11ZA","COVER R.C*NH167L*","11.30","",""
"21391PC8S00","PACKING CLUTCH CA","0.00","",""
"17518SNC000","PIPE.CANISTER GUARD","28.21","",""
"51611TG2T21","DAMPER UNIT R FR","23.94","",""
"90112S10J01","WASHER. RR ARM REST","0.24","",""
"08U92SEL700X","CHANGE KNOB","7.66","",""
"08P03SX7500","BPR CORNER RUBBER","0.00","",""
"83230TC0H91ZB","SUNVISOR *YR327L*","78.69","",""
"54030S9A981","RLS.SHIFT LOCK","1.35","",""
"39885S5AA11","LABEL.IMMOBI & SE","1.55","",""
"12411PWA3000","COVER BRTHR","0.00","",""
"83206SENH00","BRKT.MAP LIGHT","24.75","",""
"90512PRP010","WASHER.THRUST 37X","4.52","",""
"66100SNAU02ZZ","PANEL.COMP REAR","138.47","",""
"23948PL3B00","SHIM.70MM.R","5.43","",""
"47537SX8T01","SPG.H/B ROD","1.13","",""
"42326ST7Z00","CAP.HUB UNIT","2.39","",""
"83530SNBU22ZC","ARMREST COMP R.FR DO","32.02","",""
"07PAB0010001","MAIN SHAFT HOLDER SE","165.36","",""
"08F13SX7700031","BASE PACKING.L","5.98","",""
"90530PRP000","WASHER.THRUST.37X","4.52","",""
"52620S9AN03","DAMPER ASSY.L RR","262.15","",""
"77345SEMK00ZA","COVER ASS*YR239L*","6.08","",""
"80315S9A013","HOSE COMP.DISCHAR","109.97","",""
"60823S5A300ZZ","BRKT.BRAKE HOSE","3.59","",""
"72230TA1J01","SASH.R.FR.DOOR FR","18.86","",""
"32601SNAA10","CABLE(ASSY) MISS EAR","2.08","",""
"39183SDAM21ZA","CONTL ASS*NH482L*","790.67","",""
"90411PA9010","WASHER 35X50X3.00","4.88","",""
"46960SDAQ01","PIPE A COMP.CLUTC","14.77","",""
"79195SF1003","HOLDER.ROD","1.59","",""
"07ZAAS5A0100","LOCKNUTWRENCH","309.34","",""
"67651S9A300ZZ","SKIN.L RR DOOR","210.97","",""
"91599S5A931","CLAMP B.FUEL PIPE","3.78","",""
"32751REA000","STAY L.ENG HARN","0.99","",""
"74151TF0000","FENDER L.FR INN","9.68","",""
"19014REAZ01","SEAL","1.40","",""
"77230SELT11ZG","HOLDER ASSY.CUP","52.19","",""
"83401SNAU01ZA","PANEL.DRIVER SIDE","26.10","",""
"39156TM0T22","SUB FEDDER","9.44","",""
"17044SNA000","SET.FUEL TANK COMP","200.96","",""
"19710RL0G01","INTERCOOLER COMP","305.63","",""
"33116TA0A11","BULB.HEAD LIGHT (HB4 12V51W)","18.07","",""
"81491SNAA00","PROTECTER R.FR BELT","4.83","",""
"04823TA0A71ZD","BUCKLE SET RR. SEAT BELT*YR327L*","25.95","",""
"47560SNAA52","WIRE B.HAND BRAKE L","13.09","",""
"13346RYEA01","BRG F.MAIN LWR.","8.43","",""
"72775TG1T01","RUNCHANNEL.L RR DOOR","7.97","",""
"79106SWAU41","HEATER UNIT SUB ASSY","227.78","",""
"17520SAA000","BAND COMP.F/TANK","13.55","",""
"84556TA0Y01ZB","FIX LID A*YR327L*","1.86","",""
"74100SWWG01","FENDER ASSY.. R. FR. INNER","38.82","",""
"13435RZP004","BRG.BALANCE SHAFT","7.73","",""
"81237SWA901ZB","COVER INN R RECLINNI","2.65","",""
"17930S9AJ00","STAY.THROT WIRE","3.33","",""
"76251SX8T21ZA","SET.HOUSING *T99*","15.76","",""
"72875SH4981","WTHSTP L RR DOOR","10.57","",""
"16400RAAA01","THROTTLE BODY ASS","641.37","",""
"72110S84A02","LOCK ASSY R.FR DR","73.95","",""
"90401RE2E00","WASHER.SEALING 28MM","1.19","",""
"28900RPS003","SENSOR ASSY. POSITIO","41.74","",""
"90490RDK000","SHIM.65MM AD","5.04","",""
"53732SNBY01","HOSE.OIL COOLER","10.84","",""
"25431RPC000","STAY A.ATF FILTER","2.41","",""
"34402S5A003","LENS(L)","2.18","",""
"51320S5A003","LINK COMP.STABI R","48.55","",""
"72680S9A003","HANDLE ASSY L.RR","24.01","",""
"83240SNAA01ZD","RAIL ASS.GRAB*NH556L","14.33","",""
"13343P8AA01","BRG C.MAIN LWR","8.62","",""
"15400PR3003","FILTER.OIL CATRIG","2.36","",""
"22541P0Y005","RETURN SPG.CLUTCH","8.08","",""
"01473SY8010","SET.RR CALIPER (A","18.99","",""
"51722SWAA02","RUBBER.FR.BUMP ST","10.96","",""
"60434S86K00ZZ","STAY.FR BHD CTR","26.27","",""
"84171SX8N00ZA","GARN L CT*NH264L*","12.95","",""
"53438SNBJ01","BRKT B.STRG EPS","8.89","",""
"13214PWA003","BRG D.CONNROD","10.18","",""
