Sno,Partno,Description,Price
12163,89170-02810,"SENSOR ASSY, AIR BAG",294.49
12164,89170-02B10,"SENSOR ASSY, AIR BAG",294.49
12165,89170-02F80,"SENSOR ASSY, AIR BAG",183.78
12166,89170-0D510,"SENSOR ASSY, AIR BAG",196.72
12167,89170-0D580,"SENSOR ASSY,AIR BAG",196.72
12168,89170-0K060,"SENSOR ASSY, AIR BAG",614.45
12169,89170-0K140,"SENSOR ASSY, AIR BAG",551.97
12170,89170-0K141,"SENSOR ASSY, AIR BAG",551.97
12171,89170-0K170,"SENSOR ASSY, AIR BAG",551.97
12172,89170-0K171,"SENSOR ASSY, AIR BAG",551.97
12173,89170-0K191,"SENSOR ASSY, AIR BAG",560.15
12174,89170-0K290,SENSOR ASSY AIR BAG,339.17
12175,89170-0K310,SENSOR ASSY AIR BAG,247.28
12176,89170-0K650,"SENSOR ASSY,AIR BAG",340.85
12177,89170-0KG70,"SENSOR ASSY, AIR BAG",245.45
12178,89173-09550,"SENSOR, AIRBAG, FR",103.65
12179,89173-09A50,"SENSOR, AIR BAG, FR",105.08
12180,89173-09B20,SENSOR AIR BAG FR,105.08
12181,89173-19235,"SENSOR, AIR BAG, FR",132.01
12182,89173-49435,"SENSOR, AIR BAG, FR",103.65
12183,89173-59265,"SENSOR, AIR BAG, FR",66.37
12184,89174-19045,"SENSOR, AIR BAG, FR",132.01
12185,89175-09010,"BRACKET, AIR BAG SEN",6.56
12186,89179-09010,"COVER, AIR BAG SENSO",3.26
12187,89220-60S80,"COMPUTER ASSY,",346.04
12188,89221-0K860,COMPUTER BODY,44.65
12189,89221-0K861,"COMPUTER, BODY",44.65
12190,89221-0KB11,"COMPUTER, BODY",42.13
12191,89221-12A40,"COMPUTER, MULTIPLEX",272.5
12192,89247-T2010,CAR COVER SILVER IMV,21.7
12193,89247-T2020,CAR COVER TYVEK IMV,35.34
12194,89247-T3010,CAR COVER SILVER,20
12195,89247-T6010,COVER CAR SILVER,20.69
12196,89257-12010,"COMPUTER, COOLING FA",175.73
12197,89279-0D130,COVER,13.08
12198,89293-60100,"COMPUTER, SUSPENSION",643.5
12199,89340-0K020,"COMPUTER ASSY, CLEAR",48.21
12200,89340-71020,"COMPUTER ASSY,",47.47
12201,89340-71030,"COMPUTER ASSY,",125.26
12202,89341-06080-A2,"SENSOR,ULTRASONIC,1",145.04
12203,89341-06080-D4,"SENSOR, ULTRASONIC,",131.86
12204,89341-0K010-B0,SENSOR ULTRASONIC,164.39
12205,89341-0K010-D0,"SENSOR, ULTRASONIC,",164.39
12206,89341-0K010-E0,"SENSOR, ULTRASONIC,",164.39
12207,89341-0K011-A0,"SENSOR, ULTRASONIC,",164.39
12208,89341-0K011-A1,"SENSOR, ULTRASONIC,",164.39
12209,89341-0K011-B0,"SENSOR, ULTRASONIC,",164.39
12210,89341-0K011-B1,"SENSOR, ULTRASONIC,",164.39
12211,89341-0K011-C0,"SENSOR, ULTRASONIC,",164.39
12212,89341-0K011-D0,"SENSOR, ULTRASONIC,",164.39
12213,89341-0K011-E0,"SENSOR, ULTRASONIC,",164.39
12214,89341-12100-A1,"SENSOR, ULTRASONIC,",164.39
12215,89341-12100-C2,"SENSOR, ULTRASONIC,",164.39
12216,89341-33130-A0,"SENSOR, ULTRASONIC,",145.04
12217,89341-33130-C0,"SENSOR, ULTRASONIC,",145.04
12218,89341-33210-A1,"SENSOR, ULTRASONIC,",145.04
12219,89341-33210-E1,"SENSOR, ULTRASONIC,",164.39
12220,89341-42060-A0,"SENSOR, ULTRASONIC",164.39
12221,89341-42060-A1,"SENSOR, ULTRASONIC",164.39
12222,89341-42060-B2,"SENSOR, ULTRASONIC",164.39
12223,89341-48010-A4,"SENSOR, ULTRASONIC,",145.04
12224,89341-48010-C1,"SENSOR, ULTRASONIC,",145.04
12225,89341-60050-C1,"SENSOR, ULTRASONIC, NO.1",164.39
12226,89341-60051-A1,"SENSOR, ULTRASONIC",164.39
12227,89343-48010,"BUZZER,CLEARANCE",22.92
12228,89348-0D030,"RETAINER,ULTRASONIC",4.11
12229,89348-0K020,"RETAINER, ULTRASONIC",4.11
12230,89348-33030-A0,"RETAINER, ULTRASONIC",2.54
12231,89348-33030-C0,"RETAINER, ULTRASONIC",2.54
12232,89348-33100-A1,"RETAINER, ULTRASONIC",5.42
12233,89348-33100-C0,"RETAINER, ULTRASONIC",5.42
12234,89348-33100-E2,"RETAINER, ULTRASONIC",5.42
12235,89348-33100-E6,"RETAINER, ULTRASONIC",5.42
12236,89348-45010,"RETAINER, ULTRASONIC",4.37
12237,89348-71010-A1,"RETAINER, ULTRASONIC",2.5
12238,89348-71010-C0,"RETAINER, ULTRASONIC",2.5
12239,89348-71010-C1,"RETAINER, ULTRASONIC",2.5
12240,89408-71010,"SENSOR SUB-ASSY,",256.98
12241,89420-0W030,"SENSOR ASSY, VACUUM",249.07
12242,89421-20200,"SENSOR, TURBO",202.62
12243,89421-52010,"SENSOR, VACUUM",202.62
12244,89421-71020,"SENSOR, TURBO",202.62
12245,89421-71030,"SENSOR, TURBO",202.62
12246,89422-20010,"SENSOR, WATER TEMPER",63.62
12247,89422-33030,"SENSOR, WATER",51.33
12248,89422-35010,SENSOR,52.04
12249,89424-12010,"SENSOR, INLET AIR",65.52
12250,89424-60010,"SENSOR, INLET AIR",94.55
12251,89429-34010,"SENSOR, TEMPERATURE",51.33
12252,89452-22090,"SENSOR, THROTTLE",141.57
12253,89454-20010,"SENSOR,FUEL",52.78
12254,89455-35020,"SENSOR, EGR VALVE",55.27
12255,89465-02210,"SENSOR, OXYGEN",143.59
12256,89465-12620,"SENSOR, OXYGEN",186.17
12257,89465-33220,"SENSOR, OXYGEN",142.42
12258,89465-33440,"SENSOR, OXYGEN",179.29
12259,89465-52570,"SENSOR, OXYGEN",31.9
12260,89465-52580,"SENSOR, OXYGEN",34.82
12261,89465-52590,"SENSOR, OXYGEN",32.24
12262,89465-WC001,"SENSOR, OXYGEN",23.09
12263,89465-WC002,"SENSOR, OXYGEN",22.85
12264,89467-12100,"SENSOR, AIR FUEL",155.05
12265,89467-12130,"SENSOR, AIR FUEL",152.86
12266,89467-33040,"SENSOR, AIR FUEL",168.1
12267,89467-33080,"SENSOR, AIR FUEL",152.86
12268,89467-33160,"SENSOR, AIR FUEL",152.86
12269,89491-71010,SENSOR  ENGINE OIL,155.12
12270,89516-0D150,"WIRE, SKID CONTROL",13.45
12271,89516-0D160,"WIRE, SKID CONTROL",13.45
12272,89516-12020,"WIRE, SKID CONTROL",30.14
12273,89530-71410,"COMPUTER ASSY,",548.51
12274,89542-02140,"SENSOR, SPEED, FR RH",196.88
12275,89542-0K010,"SENSOR, SPEED, FR RH",196.88
12276,89542-0K020,"SENSOR, SPEED, FR RH",196.88
12277,89542-0K040,SENSOR SPEED FR RH,196.88
12278,89542-0K070,"SENSOR,SPEED,FR RH",196.88
12279,89542-12070,"SENSOR, SPEED, FR RH",191.23
12280,89542-33100,"SENSOR, SPEED, FR RH",194.05
12281,89542-60050,"SENSOR, SPEED, FR RH",196.88
12282,89543-02130,"SENSOR, SPEED, FR LH",196.88
12283,89543-02140,"SENSOR, SPEED, FR LH",196.88
12284,89543-0K010,"SENSOR, SPEED, FR LH",196.88
12285,89543-0K020,"SENSOR, SPEED, FR LH",196.88
12286,89543-0K040,SENSOR SPEED FR LH,196.88
12287,89543-0K071,"SENSOR,SPEED,FR LH",196.88
12288,89543-12070,"SENSOR, SPEED, FR LH",191.23
12289,89543-26150,"SENSOR SPEED,FR LH",194.05
12290,89543-33090,"SENSOR, SPEED, FR LH",194.05
12291,89543-71010,"SENSOR, SPEED, FR LH",196.88
12292,89545-0K030,"SENSOR, SPEED, RR RH",196.88
12293,89545-0K050,"SENSOR, SPEED, RR RH",196.88
12294,89545-0K210,SENSOR SPEED RR RH,196.88
12295,89545-71020,"SENSOR, SPEED, RR RH",196.88
12296,89546-0K030,"SENSOR, SPEED, RR LH",196.88
12297,89546-0K050,"SENSOR, SPEED, RR LH",196.88
12298,89546-0K150,"SENSOR,SPEED,RR LH",196.88
12299,89546-71020,"SENSOR, SPEED, RR LH",196.88
12300,89551-38010,"COMPUTER, EMISSION",412.33
12301,89601-0D050,"COMPUTER SET, ENGINE",399.02
12302,89601-0D110,"COMPUTER ASSY,ENGINE",411.77
12303,89601-0D111,"COMPUTER SET,ENGINE",393.11
12304,89615-20090,"SENSOR, KNOCK",151.1
12305,89615-44010,"SENSOR, KNOCK",163.91
12306,89650-02840,"COMPUTER ASSY, POWER",316.51
12307,89650-12620,"COMPUTER ASSY, POWER",314.58
12308,89650-52A01,"COMPUTER ASSY, POWER",188.02
12309,89650-52D60,"COMPUTER ASSY, POWER",204.01
12310,89650-52D70,"COMPUTER ASSY, POWER",205.33
12311,89650-52F30,"COMPUTER ASSY,POWER",316.51
12312,89660-0ZB00,"COMPUTER ASSY,ENGINE",878.92
12313,89660-0ZB02,"COMPUTER ASSY,ENGINE",878.92
12314,89660-0ZG81,COMPUTER ASSY ENGINE,731.03
12315,89661-02C80,"ECU,MTM - EURO 3",424.91
12316,89661-02Q70,"COMPUTER, ENGINE CON",646.35
12317,89661-02Q80,"COMPUTER, ENGINE CON",739.04
12318,89661-0DE20,"COMPUTER, ENGINE CON",189.18
12319,89661-0DE30,"COMPUTER, ENGINE CON",189.18
12320,89661-0KB70,"COMPUTER,ENGINE CONT",495.47
12321,89661-0KB71,"COMPUTER, ENGINE CON",400.5
12322,89661-0KD50,COMPUTER ENG CTRL-D,552
12323,89661-0KQ00,"COMPUTER, ENGINE CON",1177.45
12324,89661-0KR91,"COMPUTER,ENGINE CONTROL",444.81
12325,89661-0KX50,COMPUTER ENGINE,1161.29
12326,89661-0Z020,"COMPUTER,ENGINE CONT",538.5
12327,89661-0ZF20,"COMPUTER, ENGINE CON",1450.03
12328,89661-26G00,COMPUTER ENGINE,725.04
12329,89661-60N81,"COMPUTER, ENGINE",753.59
12330,89661-WC003,"COMPUTER,ENGINE CTRL",117.43
12331,89666-0K490,"COMPUTER, ENGINE CON",1263.32
12332,89666-0K650,"COMPUTER, ENGINE CON",475.47
12333,89666-0KD70,COMPUTER ENGINE,703.53
12334,89666-0KD71,"COMPUTER, ENGINE",778.29
12335,89666-0KE00,COMPUTER ENGINE,778.29
12336,89667-06200,"BRACKET, ENGINE CONT",5.75
12337,89667-0K010,"BRACKET, ENGINE CONT",12.27
12338,89668-0K030,"BRACKET, ENGINE CONT",11.44
12339,89674-71020,"MOTOR, TURBOCHARGER",127.4
12340,89704-0KG91,"WIRELESS, DOOR LOCK",755.16
12341,89708-02040,"CYL SET,LK W/TRANSMT",193.37
12342,89730-0K240,"COMPUTER ASSY, THEFT",357.7
12343,89740-0D051,"COMPUTER ASSY, DOOR",232.05
12344,89740-0D052,"COMPUTER ASSY, DOOR",14.81
12345,89740-0K060,"RECEIVER,SMART DOOR",107.78
12346,89741-0K012,"RECEIVER, DOOR CONTR",283.72
12347,89741-0K013,"RECEIVER, DOOR CONTR",283.72
12348,89741-0K050,"RECEIVER, DOOR CONTR",288.81
12349,89741-12240,"RECEIVER, DOOR",357.02
12350,89741-71050,RECEIVER DOOR CONTRO,357.02
12351,89742-0D020,"TRANSMITTER, DOOR CO",72.25
12352,89742-12190,"TRANSMITTER, DOOR",159.51
12353,89745-02060,"BATTERY, TRANSMITTER",6.16
12354,89745-0D010,"BATTERY, TRANSMITTER",4.77
12355,89745-0K010,BATTERY TRANSMITTER,1.99
12356,89745-40010,"BATTERY, TRANSMITTER",6.16
12357,89745-48030,"BATTERY, TRANSMITTER",6.16
12358,89745-50020,"BATTERY, TRANSMITTER",6.16
12359,89745-52030,"BATTERY, TRANSMITTER",6.16
12360,89745-71010,"BATTERY,TRANSMITTER",6.16
12361,89751-0K080,"COVER, TRANSMITTER H",7.32
12362,89751-13010,"COVER, TRANSMITTER",8.1
12363,89751-26010,"COVER, TRANSMITTER H",8.04
12364,89751-28070,"COVER, TRANSMITTER",7.4
12365,89751-44041,"COVER, TRANSMITTER",8.04
12366,89751-52140,"COVER, TRANSMITTER H",7.32
12367,89752-0K070,"CASE, TRANSMITTER HO",14.45
12368,89752-0K130,"CASE, TRANSMITTER HO",14.45
12369,89752-28050,"CASE, TRANSMITTER",14.45
12370,89752-33060,"CASE, TRANSMITTER",14.38
12371,89752-60050,"CASE, TRANSMITTER",14.38
12372,89759-41020,"SCREW, DOOR CONTROL",0.8
12373,89780-0D030,"COMPUTER ASSY, TRANS",32.9
12374,89780-0D031,"COMPUTER ASSY, KEY",32.9
12375,89780-0D032,"COMPUTER ASSY, KEY",32.9
12376,89780-0K010,"COMPUTER ASSY, TRANS",41.96
12377,89780-0K051,"COMPUTER,TRANSPONDER",24.67
12378,89780-71021,"COMPUTER ASSY,",182.27
12379,89780-71040,"COMPUTER ASSY,",193.51
12380,89782-0K030,"COIL,TRANSPONDER KEY",17.3
12381,89783-0K010,"AMPLIFIER,TRANSPONDER",84.66
12382,89783-0K020,"AMPLIFIER,KEY",84.66
12383,89783-12042,"AMPLIFIER,",110.35
12384,89783-52010,"AMPLIFIER,",106.33
12385,89783-71020,"AMPLIFIER,",83.73
12386,89783-71021,"AMPLIFIER,",83.37
12387,89783-71022,"AMPLIFIER,",83.37
12388,89783-71024,AMPLIFIER,83.37
12389,89783-71043,AMPLIFIER,83.37
12390,89784-12050,"COMPUTER,",67.28
12391,89785-08020,"TRANSMITTER, TRANSPO",29.12
12392,89785-08040,TRANSMITTER TRANSPON,30.83
12393,89785-0D120,"TRANSMITTER, TRANSPO",16.24
12394,89785-26020,"TRANSMITTER,",41.82
12395,89786-08020,"TRANSMITTER, TRANSPO",30.83
12396,89786-08040,"TRANSMITTER, TRANSPO",30.83
12397,89786-0K020,"TRANSMITTER, TRANSPO",30.83
12398,89786-60050,"TRANSMITTER,",41.82
12399,89871-25010,"DRIVER, INJECTOR",290.21
12400,89871-71010,"DRIVER, INJECTOR",345.66
12401,89878-71060,"DRIVER, TURBO MOTOR",192.25
12402,89879-71010,"BRACKET, INJECTOR",11.12
12403,89879-71030,"BRACKET, INJECTOR",11.25
12404,89904-0D280,"TRANSMITTER,KEY",127.51
12405,89904-0K220,"TRANSMITTER,KEY",203.54
12406,89904-0K350,TRANSMITTER KEY,203.54
12407,89904-33600,TRANSMITTER,220.01
12408,89904-60782,TRANSMITTER,200.71
12409,89944-42010,"TAPE,RAIN SENSOR",10.2
12410,89960-71010,"COMPUTER ASSY,",94.64
12411,89990-0D310,"ANTENNA ASSY,KEY",282.65
12412,89990-0K030,COMPUTER SMART KEY,488.72
12413,89990-TK010,RADIO FREQUENCY TAG,2.97
12414,899A0-02100,"ANTENNA ASSY, INDOOR",28.43
12415,899A0-02110,"ANTENNA ASSY, INDOOR",48.92
12416,899A0-02120,"ANTENNA ASSY, INDOOR",48.92
12417,899A0-0K010,ANTENNA ELCTRICALKEY,7.75
12418,899A0-0K020,ANTENNA ELCTRICALKEY,7.75
12419,90010-01022,"BULB, W/CAP",2.18
12420,90010-01061,"BULB, W/CAP",3.01
12421,90010-01089,"BULB,W/CAP",2.91
12422,90010-07018,"BULB, W/CAP",3.71
12423,90011-01055,BULB,2.96
12424,90011-01056,BULB,2.18
12425,90011-01070,BULB,1.35
12426,90016-AA104,"BOLT, HEXAGON",0.48
12427,90016-AE602,PIN,1.14
12428,90068-07009,"RING, SNAP",1.07
12429,90068-33019,"TUBE, RUBBER(HOSE)",5.04
12430,90068-33105,"TUBE, RUBBER",10.24
12431,90068-33106,"TUBE, RUBBER",7.54
12432,90068-33157,"TUBE, RUBBER",7.54
12433,90068-33158,"TUBE, RUBBER",5.04
12434,90068-33159,"TUBE, RUBBER",7.54
12435,90068-33160,"TUBE, RUBBER",5.04
12436,90068-33256,"TUBE, RUBBER",8.92
12437,90068-46086,PIPE,0.19
12438,90068-59040,"PIPE, STRAIGHT",4.13
12439,90068-59041,"PIPE, STRAIGHT",4.13
12440,90068-59042,"PIPE, STRAIGHT",4.13
12441,90068-59043,"PIPE, STRAIGHT",4.13
12442,90068-59044,"PIPE, STRAIGHT",4.13
12443,90068-59063,"PIPE, STRAIGHT",7.56
12444,90068-59065,"PIPE, STRAIGHT",10.06
12445,90068-59066,"PIPE, STRAIGHT",5.01
12446,90068-59091,PIPE,7.72
12447,90068-59119,PIPE,8.92
12448,90068-59120,PIPE,6.25
12449,90068-59147,PIPE,7.63
12450,90069-02062,SCREW,0.53
12451,90069-16009,HOSE,5.77
12452,90069-20005,GROMMET,0.85
12453,90069-32042,SCREW,0.7
12454,90069-33019,NUT,0.72
12455,90069-33020,NUT,1.05
12456,90069-39013,PLUG,1.4
12457,90069-46050,HOSE,7.49
12458,90069-46051,HOSE,4.97
12459,90069-46052,HOSE,5.14
12460,90069-46053,HOSE,3.56
12461,90069-46055,HOSE,6.78
12462,90069-46077,PIPE,6.32
12463,90069-46080,TUBE,8.91
12464,90069-46081,TUBE,6.32
12465,90069-46086,PIPE,0
12466,90069-46088,PIPE,0
12467,90069-46096,TUBE,6.25
12468,90069-48014,CLAMP,2.09
12469,90069-49005,CLIP,0.95
12470,90069-50003,GROMMET,1.19
12471,90069-50004,GROMMET,1.33
12472,90069-81016,"COVER,BULB",2.71
12473,90069-81017,"SOCKET,BULB",3.42
12474,90075-02056,SCREW,0.46
12475,90075-15053,HOSE,3.68
12476,90075-15057,HOSE,8.92
12477,90075-15072,HOSE,12.67
12478,90075-15505,COVER,4.33
12479,90075-17001,JOINT,3.06
12480,90075-17002,JOINT,4.87
12481,90075-17003,"JOINT, T",7.03
12482,90075-60004,"PLUG,SOCKET",7.25
12483,90075-60006,SOCKET PLUG ASSY,7.25
12484,90075-60028,"PLUG, SOCKET",5.89
12485,90075-60069,PLUG SOCKET,5.85
12486,90075-60077,"PLUG, SOCKET",5.83
12487,90075-65002,"COVER,SOCKET",5.89
12488,90075-65006,"COVER, SOCKET",4.47
12489,90075-90509,CLAMP,0.85
12490,90075-99005,SOCKET PLUG ASSY,5.13
12491,90075-99109,SOCKET,5.89
12492,90080-10018,BOLT,0.86
12493,90080-10060,"BOLT,FLANGE",0.86
12494,90080-10190,"BOLT, FLANGE",0.6
12495,90080-11408,"BOLT, W-WASHER",0.78
12496,90080-11411,"BOLT,W/WASHER",2.94
12497,90080-11436,BOLT,4.51
12498,90080-11446,"BOLT,W/WASHER",0.33
12499,90080-16055,SCREW BINDING TAPPG,0.48
12500,90080-16078,"SCREW, TAPPING",0.78
12501,90080-16079,"SCREW, TPG",0.85
12502,90080-17143,"NUT, HEXAGON",0.59
12503,90080-21016,"WASHER, TYPE C",0.64
12504,90080-21017,"WASHER, TYPE C",0.64
12505,90080-31096,"SEAL, TYPE T OIL",11.69
12506,90080-36112,"BEARING,TAP ROLLER",7.46
12507,90080-36115,"BEARING,TAP ROLLER",9.63
12508,90080-36137,"BEARING, RADIAL BALL",34.45
12509,90080-46298,CLIP,0.72
12510,90080-46299,CLAMP,2.04
12511,90080-46321,"CLAMP , HOSE",6.02
12512,90080-46332,"CLAMP , HOSE",1.29
12513,90080-46334,"CLIP, HOSE",6.35
12514,90080-50245,"SPRING, TENSION",6.25
12515,90080-50246,"SPRING, COMPRESSION",0.13
12516,90080-50249,"SPRING, TENSION",0.3
12517,90080-50259,"SPRING, TENSION",2.71
12518,90080-50262,"SPRING, STEERING RAC",0.48
12519,90080-50263,"SPRING,TENSION",4.06
12520,90080-50392,"SPRING, COMPRESSION",3.29
12521,90080-56066,SHIM,0.85
12522,90080-56067,SHIM,0.85
12523,90080-56068,SHIM,1.02
12524,90080-58059,CLAMP (FOR STEERING),1.29
12525,90080-58122,WIRE,0.55
12526,90080-81058,BULB LGG CPT LAMP,2.32
12527,90080-91206,"BELT, V-RIBBED",26.57
12528,90080-92016,"BELT,V",14.91
12529,90080-92021,"BELT,V",6.3
12530,90080-92022,"BELT,V",9.13
12531,90080-94029,HOSE FLX,13.36
12532,90080-94074,"HOSE, FLEXIBLE",9.48
12533,90080-94075,"HOSE, FLEXIBLE",9.48
12534,90080-94076,"HOSE, FLEXIBLE",9.55
12535,90080-94119,"HOSE,FLEXIBLE",10.43
12536,90091-20609,BOLT,0.86
12537,90096-90028,"RING,SHAFT SNAP",1.66
12538,90099-00289,SCREW,0.53
12539,90099-00318,"SCREW, TAPPING W-WAS",0.55
12540,90099-00968,SCREW TAPPING,0.6
12541,90099-04119,"BOLT, WASHER HEAD",0.51
12542,90099-04321,BOLT,1.48
12543,90099-04349,BOLT,0.91
12544,90099-04479,BOLT,4.49
12545,90099-04492,BOLT,1.19
12546,90099-04542,BOLT,0.91
12547,90099-04593,"BOLT, W/WASHER",0.41
12548,90099-04597,BOLT,1.19
12549,90099-04598,"BOLT, WASHER HEAD",0.48
12550,90099-04612,BOLT,1.99
12551,90099-04950,BOLT,8.1
12552,90099-05157,NUT,5.49
12553,90099-05164,NUT,0.72
12554,90099-05166,NUT,0.71
12555,90099-07065,"RING, SNAP",1.02
12556,90099-07114,RING,0.93
12557,90099-07124,RING,1.09
12558,90099-10140,"BEARING,BAL,15,35  K",18.71
12559,90099-10165,"BEARING,BRG,17,40,K",16.36
12560,90099-10199,BEARING,41.79
12561,90099-10216,BEARING,9.49
12562,90099-14119,O-RING,1.28
12563,90099-14120,O-RING,1.73
12564,90099-14121,O-RING,1.9
12565,90099-32089,GROMMET,2.02
12566,90099-33075,TUBE,5.85
12567,90099-33080,"TUBE, RUBBER",4.87
12568,90099-33299,TUBE,4.92
12569,90099-33803,"TUBE, RUBBER",12.31
12570,90099-59339,"PIPE, STRIAGHT",15.97
12571,90101-10090,BOLT,3.06
12572,90101-10177,"BOLT, HEXAGON",2.13
12573,90101-10369,"BOLT,HEXAGON",1.07
12574,90101-12010,BOLT,2.29
12575,90101-12030,BOLT,1.61
12576,90101-12059,BOLT,6.27
12577,90101-12133,BOLT,2.29
12578,90101-12167,"BOLT, HEXAGON",0.94
12579,90101-14031,BOLT,5.54
12580,90101-18010,"BOLT, HEXAGON",6.36
12581,90102-12001,BOLT,4.6
12582,90105-06120,"BOLT, WASHER BASED",0.8
12583,90105-06137,"BOLT, WASHER BASED",0.6
12584,90105-06168,"BOLT, WASHER BASED",0.67
12585,90105-06184,"BOLT, WASHER BASED",0.59
12586,90105-06202,"BOLT, WASHER BASED",0.67
12587,90105-06231,"BOLT, WASHER BASED",0.67
12588,90105-06298,"BOLT, FLANGE",0.48
12589,90105-06333,"BOLT, FLANGE",0.38
12590,90105-08031,"BOLT,",0.59
12591,90105-08079,BOLT,0.66
12592,90105-08164,"BOLT, WASHER BASED ,",0.78
12593,90105-08169,"BOLT, WASHER BASED",1.93
12594,90105-08353,"BOLT, WASHER BASED",0.93
12595,90105-08359,BOLT WASHER BASED,0.78
12596,90105-08372,"BOLT, WASHER BASED",0.65
12597,90105-08374,"BOLT, FLANGE",1.05
12598,90105-08430,"BOLT, WASHER BASED",0.93
12599,90105-08433,"BOLT, FLANGE",1.05
12600,90105-08438,"BOLT, FLANGE",0.6
12601,90105-08448,"BOLT, FLANGE",0.6
12602,90105-10057,"BOLT,",1.38
12603,90105-10075,"BOLT,",1.26
12604,90105-10114,BOLT,1.69
12605,90105-10218,"BOLT, WASHER BASED",2.64
12606,90105-10235,"BOLT, WASHER BASED",2.64
12607,90105-10255,"BOLT, WASHER BASED",4.44
12608,90105-10263,"BOLT, WASHER BASED",1.1
12609,90105-10271,"BOLT, WASHER BASED",3.62
12610,90105-10287,"BOLT, WASHER BASED",4.44
12611,90105-10361,"BOLT, WASHER BASED",0.78
12612,90105-10388,"BOLT, WASHER BASED",1.08
12613,90105-10469,"BOLT, FLANGE",0.91
12614,90105-10494,"BOLT, FLANGE",0.78
12615,90105-10524,"BOLT, FLANGE",1
12616,90105-10536,"BOLT, FLANGE",2.18
12617,90105-10539,"BOLT, FLANGE",0.78
12618,90105-10571,"BOLT, FLANGE",1.26
12619,90105-12053,BOLT,1.35
12620,90105-12109,BOLT,1.88
12621,90105-12175,"BOLT, WASHER BASED ,",1.34
12622,90105-12208,"BOLT, WASHER BASED",1.11
12623,90105-12297,"BOLT, WASHER BASED",2.71
12624,90105-12336,"BOLT, FLANGE",0.91
12625,90105-12350,"BOLT, FLANGE",1.05
12626,90105-13013,"BOLT, FLANGE",1.72
12627,90105-14140,"BOLT, FLANGE",1.46
12628,90105-14160,"BOLT, FLANGE",7.07
12629,90105-14178,"BOLT, FLANGE",2.18
12630,90105-16053,"BOLT, WASHER BASED",2.18
12631,90105-16082,"BOLT, FLANGE",3.5
12632,90105-16085,"BOLT, FLANGE",3.76
12633,90105-17013,"BOLT, FLANGE",3.17
12634,90105-T0007,BOLT FLANGE,0.19
12635,90105-T0012,NUT,0.22
12636,90105-T0013,"BOLT, WASHER BASED H",0.13
12637,90105-T0014,"BOLT, FLANGE",0.48
12638,90105-T0045,"BOLT,FLANGE",0.38
12639,90105-T0051,"BOLT, FLANGE",0.48
12640,90105-T0052,"BOLT, WASHER BASED H",0.48
12641,90105-T0054,"BOLT, FLANGE",0.6
12642,90105-T0056,"BOLT, FLANGE",0.48
12643,90105-T0059,"BOLT, FLANGE",0.48
12644,90105-T0060,BOLT,1.69
12645,90105-T0062,"BOLT, FLANGE",0.78
12646,90105-T0063,"BOLT, FLANGE",0.76
12647,90105-T0064,"BOLT, FLANGE",0.78
12648,90105-T0065,"BOLT, FLANGE",0.6
12649,90105-T0066,"BOLT, FLANGE",0.48
12650,90105-T0073,"BOLT, FLANGE",0.78
12651,90105-T0076,"BOLT,FLANGE",0.46
12652,90105-T0077,"BOLT, FLANGE",0.6
12653,90105-T0078,"BOLT, FLANGE",1
12654,90105-T0082,"BOLT,FLANGE",1.05
12655,90105-T0084,"BOLT, FLANGE",0.91
12656,90105-T0085,"BOLT, FLANGE",0.48
12657,90105-T0095,"BOLT, FLANGE",1.08
12658,90105-T0096,"BOLT, WASHER BASED H",0.91
12659,90105-T0100,"BOLT, FLANGE",0.48
12660,90105-T0111,"BOLT, FLANGE",1.26
12661,90105-T0112,"BOLT, FLANGE",1
12662,90105-T0113,"BOLT, WASHER BASED H",2.18
12663,90105-T0114,"BOLT, FLANGE",7.07
12664,90105-T0117,"BOLT, FLANGE",0.48
12665,90105-T0118,BOLT FLANGE,0.6
12666,90105-T0125,"BOLT,FLANGE",0.91
12667,90105-T0128,"BOLT, FLANGE",0.91
12668,90105-T0140,"BOLT, FLANGE",0.66
12669,90105-T0143,"BOLT, FLANGE",0.55
12670,90105-T0144,"BOLT, FLANGE",0.78
12671,90105-T0148,"BOLT, FLANGE",0.48
12672,90105-T0149,"BOLT,FLANGE",2.18
12673,90105-T0151,"BOLT, FLANGE",0.48
12674,90105-T0154,"BOLT, FLANGE",0.6
12675,90105-T0158,"BOLT, FLANGE",0.78
12676,90105-T0183,"BOLT, FLANGE",0.78
12677,90105-T0187,"BOLT, FLANGE",1
12678,90105-T0189,"BOLT, FLANGE",2.18
12679,90105-T0191,"BOLT, FLANGE",0.78
12680,90105-T0196,"BOLT, FLANGE",0.53
12681,90105-T0201,"BOLT, FLANGE",0.48
12682,90105-T0215,"BOLT, FLANGE",0.48
12683,90105-T0221,"BOLT, FLANGE",1.69
12684,90105-T0222,"BOLT, FLANGE",1.67
12685,90105-T0226,"BOLT, FLANGE",1.26
12686,90105-T0227,"BOLT, FLANGE",0.7
12687,90105-T0232,"BOLT, FLANGE",0.71
12688,90105-T0241,"BOLT, FLANGE",0.48
12689,90105-T0258,BOLT FLANGE,4.25
12690,90105-T0305,"BOLT,FLANGE",2.18
12691,90106-10032,BOLT,1.08
12692,90108-05002,"BOLT, SQUARE",0.51
12693,90108-05003,"BOLT,SQUARE",0.38
12694,90109-05092,BOLT,0.53
12695,90109-06017,BOLT,0.86
12696,90109-06136,BOLT,0.92
