S. No.,Part No.,Description,USD Price,
455,404549,CLUTCH KIT 3P PV MSIL BALENO/ ESTEEM ,45.36,
456,404550,CLUTCH KIT 3P PV MSIL ALTO/WAGON-R ,36.18,
457,404553,CLUTCH SET 2P LCV TATA ACE-1 TON ,44.29,
458,404578,CLUTCH SET 2P LCV ASHOK LEYLAND -DOST ,40.11,
459,404599,CLUTCH SET 2P PV MSIL A-STAR ,30.52,
460,404601,CLUTCH SET 2P PV TATA NANO ,18.95,
461,404602,CLUTCH SET 2P LCV TATA IRIS ,18.68,
462,404612,CLUTCH SET 2P HCV TATA 709 TURBO ,79.83,
463,404620,CLUTCH SET 2P PV HYUNDAI EON ,22.80,
464,404700,CLUTCH COVER TRACTOR M&M H1 ,41.73,
465,404701,CLUTCH COVER TRACTOR TAFE EAGLE ,41.54,
466,404702,CLUTCH COVER TRACTOR M&M H2 ,42.87,
467,404703,CLUTCH COVER HCV ALL ,148.63,
468,404708,CLUTCH COVER TRACTOR MAHINDRA SWARAJ 735 ,40.34,
469,404709,CLUTCH COVER AL LCL 380 DIA ,149.17,
470,404712,CLUTCH COVER HCV TATA 709 TURBO ,42.94,
471,404719,Cover Assy Maruti Model KP ,16.39,
472,404724,CLUTCH COVER TRACTOR MAHINDRA YUVRAJ ,20.15,
473,404727,Cover Assy HCV M&M Navistar ,168.92,
474,404745,CLUTCH COVER TRACTOR MAHINDRA ARJUN ,53.35,
475,404749,CLUTCH COVER PV NISSAN SUNNY (P) ,33.87,
476,404802,CLUTCH DISC PV MSIL ALTO/WAGON-R ,18.02,
477,404805,CLUTCH DISC PV MSIL OMNI ,11.03,
478,404812,CLUTCH DISC TRACTOR M&M H1/H2 ,32.01,
479,404814,CLUTCH DISC HCV ALL ,113.04,
480,404817,CLUTCH DISC PV FORD IKON ,28.77,
481,404818,CLUTCH DISC LCV TATA ACE ,15.29,
482,404820,CLUTCH DISC PV TATA SUMO-UNIV ,26.98,
483,404825,CLUTCH DISC PV TATA WINGER NA ,25.07,
484,404826,CLUTCH DISC PV TATA WINGER TC ,27.67,
485,404831,CLUTCH DISC LCV M&M MAXIMO ,13.52,
486,404836,CLUTCH DISC TRACTOR MAHINDRA SWARAJ 735 ,23.81,
487,404845,CLUTCH DISC TRACTOR MAHINDRA ARJUN ,53.06,
488,404847,CLUTCH DISC PV MSIL SWIFT DIESEL ,25.03,
489,404848,CLUTCH DISC PV NISSAN MICRA PETROL ,24.87,
490,404850,CLUTCH DISC TRACTOR TAFE 1035 ,24.95,
491,404859,Disc Assy HCV M&M Navistar (380 Dia) ,79.91,
492,404860,Disc Assy HCV M&M Navistar (395 Dia) ,96.13,
493,404867,CLUTCH DISC HCV AMW-ESSAR-8 PAD ,119.76,
494,404868,CLUTCH DISC HCV AMW-ESSAR-6 PAD ,88.54,
495,404872,CLUTCH DISC TRACTOR MAHINDRA YUVRAJ ,16.17,
496,404873,CLUTCH DISC TRACTOR SWARAJ 735XM ,40.52,
497,404875,CLUTCH DISC TRACTOR SWARAJ 855 ,52.70,
498,404883,CLUTCH DISC LCV LEYLAND DOST ,20.22,
499,404899,CLUTCH DISC LCV TATA 709 TURBO ,33.16,
500,404902,CLUTCH CRB PV MSIL /TATA ACE/ MATIZ ,7.38,
501,404903,CLUTCH CRB PV MSIL OMNI ,8.77,
502,404904,CLUTCH CRB PV TATA INDICA PET/DSL/TCIC ,7.58,
503,404905,CLUTCH CRB HCV ALL (X0205310A) ,47.99,
504,404945,CLUTCH DISC HCV TATA 2515 (380 DIA) ,74.18,
505,404946,CLUTCH COVER HCV TATA 2515 (380 DIA) ,150.52,
506,843104,Clutch Cover - M&M Bolero ,33.57,
507,843114,"Clutch Cover Eicher Canter, Tata 1312 ",51.90,
508,843115,Clutch Cover (3 Lever) Tata 1613 ,70.05,
509,843116,Clutch Cover (4 Lever) Tata 1613/Eicher ,64.60,
510,843117,Clutch Cover TML 25T GB-50 Lipe with CRB ,119.68,
511,843118,Clutch Cover TML 25T GB-60 Lipewith CRB ,119.68,
512,843119,Clutch Cover Tata 2516 (GB75) ,130.55,
513,843120,"Clutch Cover Eicher Canter, Tata 1312 ",57.87,
514,843204,Clutch Disc - M&M Bolero Pickup ,22.83,
515,843212,Clutch Disc Tata 407 Turbo ,19.29,
516,843213,Clutch Disc Tata 709 Turbo ,28.49,
517,843214,"Clutch Disc Eicher Canter, Tata 1312 ",28.56,
518,843215,Clutch Disc Tata 1613(Fan Type 7 Spring) ,50.32,
519,843216,Clutch Disc Tata 1613 ,34.44,
520,843217,Clutch Disc Tata 25 T - GB50 ,53.74,
521,843218,Clutch Disc Tata 25 T - GB60 ,53.74,
522,843219,Clutch Disc Tata 2516 (GB75) ,59.60,
523,843220,Clutch Disc Tata 2516 (GB75) ,74.50,
524,843221,Clutch Disc Leyland Hino/Tusker ,36.19,
525,843222,Clutch Disc Leyland Hino/Tusker ,35.36,
526,843223,Clutch Disc Leyland ,64.06,
527,843224,Clutch Disc Leyland/AMW ,63.72,
528,843225,Clutch Disc - Ashok Leyland 380 Organic ,77.42,
529,843226,Clutch Disc Ceramic AL (380 dia) ,65.67,
530,843227,Clutch Disc Organic AL (380 dia) ,44.11,
531,843228,Clutch Disc - Ashok LeyLand 380 Org 1.75 ,77.47,
532,843232,Repair Kit -AMW 380 Ceramic Pad ,214.19,
533,843233,Clutch Kit - Hyundai Verna Petrol ,48.59,
534,843234,AL 380 Ceramic 1.5'' Spline ,66.82,
535,843235,AL 380 Ceramic 1.75'' Spline ,67.94,
536,843350,Lever Kit Tata 1613 ,10.41,
537,843351,SPRING KIT HCV TATA 1613 (3L) ,6.89,
538,843352,SPRING KIT HCV TATA 1613 (4L) ,8.34,
539,843353,Pressure Plate Tata 1613 ,25.49,
540,843354,Pressure Plate Tata 1613 ,25.17,
541,843355,Lever Kit Tata 25 T - GB60 ,17.03,
542,843356,Spring kit Tata 25 T - GB60 ,12.07,
543,843357,Pressure Plate Tata 25 T - GB60 ,34.00,
544,843358,Lever Kit Tata 2516 (GB75) ,17.74,
545,843359,Spring kit Tata 2516 (GB75) ,14.90,
546,843360,Pressure Plate Tata 2516 (GB75) ,40.56,
547,843361,LEVER KIT HCV TATA 1613 (3L) ,14.88,
548,843572,CLUTCH SET 2P LCV - TATA 407 BSII ,53.08,
549,843576,CLUTCH SET 2P PV NISSAN MICRA PETROL ,52.33,
550,843577,CLUTCH SET 2P PV NISSAN SUNNY PETROL ,54.95,
551,843580,Clutch Set - Toyota Innova ,63.03,
552,843582,CLUTCH SET 2P SCORPIO & XYLO MHAWK ,71.69,
553,843584,Clutch Kit 2P - Chevrolet Tavera 2L D ,50.18,
554,843586,CLUTCH SET 2P PV M&M BOLERO ,50.06,
555,843610,"CLUTCH SET 2P PV SCORPIO TC/CRDE, XYLO C ",54.47,
556,843615,Clutch Set 2P LCV - Mahindra Loadking ,60.41,
557,843620,Clutch Set Bajaj 3 W 5 Gear ,18.21,
558,843621,CLUTCH SET 2P TRACTOR SONALIKA 745 ,80.59,
559,843622,CLUTCH SET 2P TRACTOR ESCORTS FT/PT 45/6 ,79.36,
560,843625,Clutch Set 2P LCV - M&M BOLERO PICKUP/ M ,48.13,
561,843626,Clutch Set 2P PC - Maruti Alto 800 ,26.43,
562,843627,Clutch Kit 2P - Chevorolet Beat 1.2L P ,39.04,
563,843628,Clutch Kit 2P - Chevrolet Spark Petrol ,36.47,
564,843629,Clutch Kit 2P - Toyota Etios 1.4L Diesel ,73.95,
565,843630,Kit 2P - Tata Sumo 3.0L Diesel ,54.33,
566,843631,Clutch Set - TATA ZEST / BOLT Petrol ,41.79,
567,843632,Clutch set - Mahindra Quanto ,51.09,
568,843635,Clutch Kit 2P - Nissan Sunny 1.5L 215Dia ,100.52,
569,843636,Clutch Kit-Bajaj 3 ,18.39,
570,843637,Clutch Kit 2P - Mahindra Tourister CRDE ,60.38,
571,843638,Clutch Set - Mahindra Supro Van / Truck ,35.91,
572,843639,Clutch Set - Mahindra Jeeto ,25.92,
573,843640,Clutch Set - Mahindra KUV 100 ,51.87,
574,843641,Clutch Set - Maruti Baleno ,39.84,
575,843642,Clutch Set - TATA TIAGO ,46.12,
576,843644,Clutch 2P Kit - Piaggio Porter 1000 ,34.73,
577,843645,Clutch 3P Kit - Piaggio Porter 1000 ,41.21,
578,843646,Clutch Set-TML Ace Dicore TCIC ,40.42,
579,843647,Clutch Set - TML Ace Dicore NA ,40.42,
580,843648,Hyundai Verna Fludic/Creta Diesel ,92.91,
581,843649,Hyundai Verna Fludic Petrol ,73.09,
582,843650,Honda Amaze/Mobilio/Jazz Diesel ,73.71,
583,843651,Clutch set - Maruti Suzuki Celerio petrol ,29.21,
584,843703,Clutch Cover - TATA 407 Turbo/207DI ,33.16,
585,843708,Clutch Cover - M&M Scorpio CRDE ,34.70,
586,843718,Clutch Cover - M&M Bolero Pickup ,33.57,
587,843722,MF 241 Dual clutch cover ,160.51,
588,843803,Clutch Disc - TATA 407 Turbo/207DI ,24.30,
589,843808,Clutch Disc - M&M Scorpio CRDE ,23.66,
590,843815,Disc Assy - Sonalika 280YB ,31.30,
591,843816,Disc Assy - ESCORTS 280 ,32.28,
592,843822,Clutch Disc Rigid (Organic)Tractor MF241 ,39.65,
593,843823,Clutch disc Spring Ceramic Tractor MF241 ,79.02,
594,843824,Clutch disc rigid Ceramic Tractor MF241 ,54.37,
595,843961,Cover assy Leyland 14” Ashok leyland ,106.67,
596,843962,Cover assy Leyland 15” ,111.16,
597,843966,Cover Assly TATA 2515/2516/3515 ,96.97,
598,843979,Clutch Set 2P - Hyundai Grand i10 1.2L P ,35.02,
599,843980,CMC - TATA ZEST / BOTL DIESEL / INDICA ,25.52,
600,843981,Cover Assy - AL 380 DBE DOWEL ,139.57,
601,843982,DISC ASSY-12M AL 380 L11X1100 ,93.79,
602,843983,DISC ASSY - 12M 380 L11X1350 ,93.79,
603,843984,Cover Assy - M&M YUVRAJ NXT ,19.38,
604,843985,Disc Assy - YUVRAJ NXT 200X F510MC ,23.73,
605,843986,Cover Assy- TAFE COMPACT 26 HP ,24.44,
606,843987,Disc Assy- TAFE COMPACT 26 HP ,24.94,
607,843988,Cover Assembly - TATA 380 Dia (TTM / Valeo OE) ,134.89,
608,843989,Disc Assy - TATA 380 L 11X1350/F510 (TTM / Valeo OE) ,76.86,
